,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1030,2024-07-09,220100,0.006,0.045,-0.028,-0.006,97,30,691105,379784,295013,3671,3983,16880,0.013,0.18,0.011,1345166,0.092,0.08,64,760,93230,153000,19940,19190,-0.03761,퓨쳐켐
1029,2024-07-09,161580,0.016,0.023,-0.044,-0.012,1,56,687986,391509,261277,3162,3610,21350,0.016,0.117,0.012,1226674,0.104,0.08,66,760,93330,153000,23900,23400,-0.02092,필옵틱스
1028,2024-07-09,043100,0.003,0.067,-0.032,-0.027,69,11,3023999,1694107,1216293,1246,5000,362,0.003,0.155,0.003,4168747,0.117,0.08,104,313,95230,113700,418,467,0.11722,솔고바이오
1027,2024-07-09,032820,0.024,0.235,0.014,0.209,453,6,68520048,32103938,34509811,47054,62954,2340,0.038,0.162,0.034,53872581,0.11,0.08,507,760,131400,153000,2720,2825,0.0386,우리기술
1026,2024-07-09,130660,0.018,0.089,0.001,0.046,331,26,1551277,832943,693835,5328,5833,11290,0.023,0.15,0.012,2662553,0.121,0.08,348,507,115430,131400,12990,14570,0.12163,한전산업
1025,2024-07-09,009810,0.026,0.026,-0.188,-0.053,0,103,26956837,14844207,11482498,6992,12090,575,0.009,0.05,-0.061,3152380,0.119,0.08,109,760,95500,153000,605,570,-0.05785,플레이그램
1024,2024-07-09,007460,0.001,0.106,-0.015,0.01,175,5,20366319,9877284,9982950,12265,12996,1319,0.008,0.086,-0.023,6258142,0.112,0.08,122,760,100130,153000,1434,1483,0.03417,에이프로젠
1023,2024-07-09,003060,0.13,0.29,0.116,0.127,175,753,20395148,10921197,8478377,37392,40269,1555,-0.257,-0.158,-0.273,12915216,0.159,0.08,60,760,93030,153000,1311,1300,-0.00839,에이프로젠바이오로직
1022,2024-07-09,001380,0.012,0.042,-0.002,0.035,191,2,485931,245122,197966,683,906,2495,0.02,0.146,0.01,3315409,0.125,0.08,96,760,94830,153000,2860,2770,-0.03147,SG글로벌
1021,2024-07-08,147830,0.0,0.02,-0.037,-0.014,13,450,1545008,893459,531472,5446,5359,8960,-0.016,0.058,-0.022,1038905,0.082,0.08,62,760,93130,153000,9490,9460,-0.00316,제룡산업
1020,2024-07-08,066790,0.0,0.011,-0.019,-0.017,48,223,683972,402910,245292,1063,1380,2295,0.009,0.194,-0.0,3867931,0.081,0.08,81,760,94100,153000,2740,2715,-0.00912,씨씨에스
1019,2024-07-08,053030,-0.012,0.184,-0.017,0.175,240,0,17081240,8220738,8282645,82920,94973,18250,0.049,0.104,0.022,8114904,0.08,0.08,61,760,93100,153000,20200,19850,-0.01733,바이넥스
1018,2024-07-08,046210,0.212,0.3,0.183,0.3,402,95,8417780,4509955,3658431,15636,16393,4290,0.137,0.154,0.043,4446084,0.106,0.08,184,760,103230,153000,4950,4740,-0.04242,HLB파나진
1017,2024-07-08,043650,-0.015,0.131,-0.016,0.03,172,0,2498617,1396434,1060213,11957,12499,6270,0.019,0.104,0.014,1003730,0.088,0.08,193,760,103700,153000,6930,6750,-0.02597,국순당
1016,2024-07-08,011150,0.001,0.014,-0.02,-0.016,283,630,958804,530879,381701,2180,3044,4475,0.013,0.173,0.011,7928613,0.097,0.08,61,760,93100,153000,5260,5170,-0.01711,CJ씨푸드
1015,2024-07-08,007460,0.157,0.158,0.039,0.085,21,719,24647644,13013579,10696512,15495,19202,1306,0.001,0.079,-0.015,5298190,0.095,0.08,144,760,101230,153000,1410,1319,-0.06454,에이프로젠
1014,2024-07-05,241690,-0.007,0.03,-0.01,0.023,539,467,78546,33029,42483,244,423,3540,0.04,0.198,0.021,2190904,0.077,0.077,65,79,93300,94000,4240,4570,0.07783,유니테크노
1013,2024-07-05,141080,-0.01,0.025,-0.019,0.008,24,619,545460,287129,241876,6352,6190,73000,0.012,0.106,0.004,1315623,0.101,0.08,60,760,93030,153000,80800,80000,-0.0099,리가켐바이오
1012,2024-07-04,900100,0.299,0.299,0.213,0.299,5,5,911020,653036,69082,993,188,1419,0.08,0.17,-0.084,6978802,0.101,0.08,555,738,133800,150930,1662,1529,-0.08002,애머릿지
1011,2024-07-04,131030,-0.024,0.093,-0.038,0.041,496,4,4036953,2031493,1857038,12834,13426,7380,-0.007,0.111,-0.023,1534476,0.137,0.08,103,760,95200,153000,8210,8200,-0.00122,옵투스제약
1010,2024-07-04,092870,-0.035,-0.011,-0.07,-0.024,2,178,1383882,692946,474087,6358,6656,22350,0.078,0.085,0.002,1111203,0.083,0.08,617,740,140900,151030,24300,22400,-0.07819,엑시콘
1009,2024-07-04,047920,0.199,0.3,0.114,0.3,85,31,4638375,2973906,1539889,17625,13309,23300,0.071,0.191,0.045,5172800,0.081,0.08,318,760,113930,153000,27800,27800,0.0,HLB제약
1008,2024-07-04,028300,0.235,0.299,0.113,0.299,408,29,12341010,5269637,6609718,81941,98400,76800,0.021,0.098,-0.022,4428390,0.123,0.08,345,760,115300,153000,84400,82100,-0.02725,HLB
1007,2024-07-04,009810,0.03,0.03,-0.243,-0.217,0,758,3209311,1896845,999789,1619,1302,900,-0.2,-0.167,-0.299,13334264,0.189,0.08,105,530,95300,132530,751,691,-0.07989,플레이그램
1006,2024-07-04,007460,-0.001,0.048,-0.007,0.036,50,15,2377963,1024304,1309408,1471,2040,1130,-0.009,0.069,-0.011,1974632,0.081,0.08,103,760,95200,153000,1209,1204,-0.00414,에이프로젠
1005,2024-07-03,240600,0.005,0.286,0.005,0.232,436,0,5707798,2986889,2577036,30996,36154,10900,0.032,0.119,-0.027,1525814,0.151,0.08,392,760,121630,153000,12210,11900,-0.02539,유진테크놀로지
1004,2024-07-03,140430,-0.011,0.006,-0.057,-0.019,17,387,476663,267504,169663,1398,1727,4695,0.0,0.129,0.0,1115247,0.129,0.08,65,760,93300,153000,5310,5120,-0.03578,카티스
1003,2024-07-03,067630,-0.009,0.056,-0.034,-0.031,1,754,428927,235119,169759,1627,1558,8190,0.16,0.197,0.045,1731830,0.077,0.077,86,409,94330,122500,9810,10570,0.07747,HLB생명과학
1002,2024-07-03,054210,0.009,0.029,-0.021,-0.016,10,177,442571,259633,167834,1453,1424,9160,0.026,0.146,0.002,1252916,0.124,0.08,94,760,94730,153000,10510,9900,-0.05804,이랜텍
1001,2024-07-02,389470,0.024,0.3,0.019,0.3,362,0,3032639,1409646,1587123,18884,20705,14350,0.017,0.068,-0.032,2560837,0.104,0.08,344,386,115230,121330,15350,16940,0.10358,인벤티지랩
1000,2024-07-02,293780,0.021,0.028,-0.032,-0.002,25,446,863335,528801,291921,3498,3606,10020,-0.019,0.173,-0.024,1046076,0.099,0.08,60,760,93030,153000,11760,11730,-0.00255,압타바이오
999,2024-07-02,171010,-0.01,0.289,-0.01,0.18,681,0,6394108,2949714,2610559,16771,17915,5560,0.099,0.131,0.022,4777856,0.107,0.08,220,760,105030,153000,6300,6010,-0.04603,램테크놀러지
998,2024-07-02,054180,0.002,0.26,0.002,0.212,703,0,6187221,3026104,2974035,5245,8409,635,0.009,0.131,0.0,1847864,0.131,0.08,297,760,112900,153000,719,769,0.06954,메디콕스
997,2024-07-02,004090,0.0,0.01,-0.038,-0.037,2,747,464030,308961,112914,2821,2186,17340,0.026,0.165,0.026,4551961,0.107,0.08,70,644,93530,142230,20200,18580,-0.0802,한국석유
996,2024-07-02,002390,-0.001,0.212,-0.005,0.123,427,0,4600307,2356544,2178010,35808,40148,16030,-0.015,0.142,-0.033,1587011,0.129,0.08,60,82,93030,94130,18320,16850,-0.08024,한독
995,2024-07-01,452160,0.0,0.299,0.0,0.299,742,0,4220112,1969247,2059894,22216,25258,12160,0.002,0.041,-0.044,1161846,0.09,0.08,152,760,101630,153000,12670,12590,-0.00631,제이엔비
994,2024-07-01,208640,0.025,0.242,0.009,0.071,571,0,18346598,9389689,8498116,19630,22969,345,0.0,0.139,-0.006,3155856,0.132,0.08,137,533,100900,132700,393,362,-0.07888,썸에이지
993,2024-07-01,160190,-0.044,0.249,-0.091,0.046,406,13,24794150,13142383,11199907,137776,148497,15850,-0.029,0.066,-0.05,2441557,0.123,0.08,60,668,93030,143430,16920,15560,-0.08038,하이젠알앤엠
992,2024-07-01,087010,-0.002,0.065,-0.037,0.061,752,8,2232743,1040246,1111389,19627,19673,49350,0.001,0.165,-0.003,1667220,0.105,0.08,116,760,95830,153000,57600,58300,0.01215,펩트론
991,2024-07-01,062970,-0.016,0.009,-0.099,-0.097,284,716,540452,288226,236051,947,940,2880,-0.177,-0.017,-0.191,1052185,0.215,0.08,128,760,100430,153000,2830,3085,0.09011,피피아이
990,2024-07-01,054180,0.0,0.122,-0.054,0.122,756,5,1234854,434059,693558,744,1312,524,0.002,0.164,0.002,1230480,0.106,0.08,435,760,123800,153000,611,635,0.03928,메디콕스
989,2024-07-01,007110,0.0,0.032,-0.009,0.0,189,41,298174,137897,152353,215,349,1003,0.017,0.166,0.017,3821638,0.105,0.08,60,760,93030,153000,1171,1203,0.02733,일신석재
988,2024-06-28,900340,-0.005,0.04,-0.022,0.025,727,8,1028215,391828,566202,1002,1265,2060,0.041,0.129,0.019,3337802,0.107,0.08,72,760,93630,153000,2330,2385,0.02361,윙입푸드
987,2024-06-28,208640,-0.022,0.036,-0.116,-0.111,16,759,4319904,2516736,1664319,8145,9051,322,0.025,0.158,0.009,2605034,0.114,0.08,525,760,132300,153000,373,345,-0.07507,썸에이지
986,2024-06-28,199820,0.0,0.13,-0.026,0.058,197,16,5145573,2697292,2290573,20006,21961,9250,0.016,0.159,0.011,4017302,0.112,0.08,512,760,131630,153000,10730,10050,-0.06337,제일일렉트릭
985,2024-06-28,160190,1.571,2.043,1.079,1.166,444,749,48231291,26259804,20751378,457267,298248,15160,-0.044,0.059,-0.091,2945529,0.165,0.08,61,140,93100,101030,16070,18720,0.1649,하이젠알앤엠
984,2024-06-28,465770,-0.012,-0.004,-0.062,-0.023,2,632,1774108,646945,403982,5407,5074,13350,0.092,0.176,0.08,5062520,0.089,0.08,60,760,93030,153000,15720,14990,-0.04644,STX그린로지스
983,2024-06-28,152550,0.007,0.043,-0.024,-0.024,11,760,6325062,3984538,2204838,6387,9962,410,0.029,0.139,0.002,8772121,0.133,0.08,60,760,93030,153000,467,439,-0.05996,한국ANKOR유전
982,2024-06-28,005880,-0.004,0.004,-0.032,-0.032,43,747,6889830,3821567,2455726,4941,5296,2390,0.031,0.126,0.025,19181222,0.098,0.08,67,218,93400,104930,2690,2950,0.09665,대한해운
981,2024-06-27,001200,-0.081,-0.01,-0.087,-0.07,252,731,4009479,1877649,1733663,6102,6055,5480,0.02,0.078,-0.015,1079090,0.094,0.08,60,760,93030,153000,5920,5720,-0.03378,유진투자증권
980,2024-06-26,175250,-0.0,0.03,-0.04,-0.012,5,69,2291430,1272602,757634,5564,4682,2450,0.031,0.094,0.004,1589757,0.089,0.08,208,662,104430,143130,2680,2470,-0.07836,아이큐어
979,2024-06-26,149980,0.0,0.03,-0.018,0.028,741,195,176380,95809,73415,698,848,9200,-0.001,0.108,-0.003,1070824,0.111,0.08,103,760,95200,153000,10200,10510,0.03039,하이로닉
978,2024-06-26,107640,0.063,0.3,0.062,0.3,656,2,5677462,2752817,2724685,54758,62996,44200,0.027,0.04,-0.083,1132217,0.133,0.08,260,286,111030,112330,46000,42300,-0.08043,한중엔시에스
977,2024-06-26,095190,0.006,0.079,0.005,0.071,379,0,747136,226037,488858,914,1449,3320,0.017,0.161,0.008,1823777,0.109,0.08,63,283,93200,112200,3860,3550,-0.08031,이엠코리아
976,2024-06-26,066910,0.0,0.0,-0.258,-0.235,0,717,2894438,1877971,851297,3067,3119,2165,-0.009,0.039,-0.098,1179994,0.153,0.08,489,760,130500,153000,2250,2305,0.02444,손오공
975,2024-06-26,003160,-0.037,-0.014,-0.08,-0.057,30,439,2605753,1539118,955359,15884,13378,27050,0.024,0.118,0.017,3769677,0.1,0.08,66,760,93330,153000,30300,28650,-0.05446,디아이
974,2024-06-25,347740,0.007,0.007,-0.018,-0.007,0,205,124913,90789,29935,273,280,2830,0.002,0.145,0.002,1162181,0.127,0.08,458,760,124930,153000,3240,3115,-0.03858,피엔케이피부임상연구
973,2024-06-25,159910,-0.003,0.3,-0.035,0.145,730,16,29335726,13799678,13381216,30612,34294,1035,-0.024,0.082,-0.031,3796721,0.117,0.08,67,87,93400,94400,1121,1252,0.11686,스킨앤스킨
972,2024-06-25,107640,0.518,0.733,0.112,0.133,264,757,16092923,8466955,7013807,231844,194866,34000,0.063,0.169,0.062,1488718,0.101,0.08,63,652,93200,142630,39800,43800,0.1005,한중엔시에스
971,2024-06-24,453450,0.007,0.298,-0.001,0.166,555,18,9212623,4959581,4078125,90214,94319,47000,-0.008,0.081,-0.011,1088645,0.092,0.08,106,173,95330,102700,50900,55600,0.09234,그리드위즈
970,2024-06-24,337930,-0.009,0.002,-0.029,-0.024,56,713,194314,124681,61580,617,503,5660,0.053,0.154,0.034,1131774,0.116,0.08,70,760,93530,153000,6540,6330,-0.03211,브랜드엑스코퍼레이션
969,2024-06-24,198440,0.007,0.204,0.007,0.026,97,0,29640667,15941694,13053231,47842,56228,2360,-0.025,0.028,-0.064,1078085,0.097,0.08,61,760,93100,153000,2430,2365,-0.02675,고려시멘트
968,2024-06-24,037070,0.004,0.004,-0.03,-0.027,0,483,128903,91089,31489,816,784,9690,0.022,0.166,0.017,1428266,0.105,0.08,70,760,93530,153000,11310,11380,0.00619,파세코
967,2024-06-21,452280,0.01,0.261,-0.003,0.199,610,47,17815817,9262250,8114067,79423,84980,11870,-0.02,0.061,-0.023,2392227,0.085,0.08,513,613,131700,140700,12600,11590,-0.08016,한선엔지니어링
966,2024-06-21,340360,0.006,0.158,0.006,0.158,756,0,3685372,1531911,1892933,4139,5262,2895,0.036,0.036,-0.05,1393607,0.091,0.08,349,605,115500,140300,3000,3270,0.09,다보링크
965,2024-06-21,297890,0.0,0.015,-0.021,0.004,18,344,2279157,1257697,925430,5976,5376,9500,-0.016,-0.012,-0.088,1324292,0.084,0.08,448,760,124430,153000,9400,9190,-0.02234,HB솔루션
964,2024-06-21,198440,-0.026,0.008,-0.091,-0.091,3,751,8429577,4682828,2962205,17463,19753,2300,0.007,0.178,0.007,9232129,0.095,0.08,60,477,93030,125900,2710,2490,-0.08118,고려시멘트
963,2024-06-21,017510,-0.031,0.054,-0.039,-0.0,232,84,2353801,1259996,1019418,6601,7930,5180,-0.0,0.151,-0.017,2927827,0.119,0.08,218,760,104930,153000,5970,5770,-0.0335,세명전기
962,2024-06-21,012170,-0.019,-0.002,-0.058,-0.05,5,586,2103199,1501340,504118,1337,1160,1140,0.01,0.104,0.01,1330977,0.094,0.08,385,760,121300,153000,1260,1182,-0.0619,아센디오
961,2024-06-21,006340,0.001,0.024,-0.031,-0.031,6,737,4641836,2950778,1529084,6669,7423,3455,0.004,0.122,-0.004,12865423,0.126,0.08,185,760,103300,153000,3880,3755,-0.03222,대원전선
960,2024-06-21,003160,-0.008,0.027,-0.05,-0.029,4,643,2393552,1353150,909828,13396,12033,23500,0.036,0.083,-0.008,2070927,0.092,0.08,69,760,93500,153000,25500,25900,0.01569,디아이
959,2024-06-20,177350,0.0,0.026,-0.019,0.012,205,10,1013703,646613,329213,498,730,433,0.0,0.074,-0.007,1055942,0.081,0.08,63,760,93200,153000,465,471,0.0129,베셀
958,2024-06-20,042000,0.056,0.299,0.049,0.299,237,1,8613771,4453500,3900428,45399,44814,37350,0.049,0.114,0.029,4181630,0.082,0.08,67,760,93400,153000,41600,41750,0.00361,카페24
957,2024-06-20,030350,0.005,0.084,-0.053,-0.045,454,45,3482409,2053773,1371176,4542,4703,364,0.008,0.14,-0.0,1159126,0.132,0.08,68,760,93430,153000,415,434,0.04578,드래곤플라이
956,2024-06-20,152550,0.106,0.204,-0.012,0.031,512,719,139773989,75821504,59997426,46468,57058,496,0.058,0.107,0.012,16663344,0.094,0.08,104,725,95230,150300,550,506,-0.08,한국ANKOR유전
955,2024-06-20,096770,0.005,0.018,-0.005,0.015,12,316,408817,214872,159896,9885,7289,104700,0.08,0.184,0.076,2871660,0.088,0.08,60,760,93030,153000,124100,121000,-0.02498,SK이노베이션
954,2024-06-20,009810,-0.028,0.026,-0.038,-0.011,9,18,1157627,717377,394122,1161,968,1180,0.002,0.114,0.002,1854195,0.112,0.08,85,760,94300,153000,1315,1295,-0.01521,플레이그램
953,2024-06-20,000990,0.003,0.028,-0.009,0.01,273,10,948257,376849,460145,7947,24288,45850,0.064,0.123,0.032,2269395,0.089,0.08,61,294,93100,112730,51600,56200,0.08915,DB하이텍
952,2024-06-19,204270,0.038,0.152,0.034,0.149,759,0,14583017,6668952,7254093,65601,73013,25400,0.051,0.108,0.024,3981021,0.083,0.08,63,760,93200,153000,28200,28700,0.01773,제이앤티씨
951,2024-06-19,198440,0.0,0.093,-0.015,0.052,109,17,2612983,1319729,1149957,3531,4489,2040,0.172,0.172,0.037,2977253,0.101,0.08,345,697,115300,144900,2390,2630,0.10042,고려시멘트
950,2024-06-19,145170,0.011,0.298,-0.002,0.298,642,10,4829430,2328103,2459963,34373,38896,28950,-0.05,0.154,-0.057,2704536,0.118,0.08,60,760,93030,153000,33400,32200,-0.03593,노브랜드
949,2024-06-19,126700,0.008,0.035,0.006,0.029,68,0,428634,173493,242856,2186,8616,26250,0.017,0.128,0.013,1067335,0.113,0.08,60,204,93030,104230,29600,27200,-0.08108,하이비젼시스템
948,2024-06-19,122350,0.006,0.006,-0.003,0.002,0,711,50272,38208,11945,86,92,1819,0.045,0.143,0.045,1885497,0.095,0.08,123,281,100200,112100,2080,1913,-0.08029,삼기
947,2024-06-19,051980,-0.012,-0.001,-0.09,-0.046,7,676,3998351,2475145,1456399,9364,8965,13550,-0.032,0.055,-0.041,1960152,0.1,0.08,104,585,95230,135300,14310,13160,-0.08036,중앙첨단소재
946,2024-06-19,043220,-0.004,0.007,-0.299,-0.213,8,271,38722372,21523789,16686484,16085,20362,542,0.004,0.048,-0.046,1520490,0.099,0.08,60,760,93030,153000,569,531,-0.06678,티에스넥스젠
945,2024-06-19,152550,0.016,0.3,0.003,0.3,97,8,41029168,22711304,17486029,11309,9970,481,0.106,0.119,0.017,30402424,0.1,0.08,474,662,125730,143130,539,496,-0.07978,한국ANKOR유전
944,2024-06-19,006660,-0.001,0.3,-0.026,0.3,551,76,10927913,5583242,5236470,51569,56899,15740,-0.0,0.055,-0.045,2202694,0.104,0.08,70,148,93530,101430,16620,15290,-0.08002,삼성공조
943,2024-06-19,003160,0.017,0.077,0.012,0.056,249,0,1987465,852925,1090879,8320,12430,21800,0.037,0.19,0.023,3807990,0.082,0.08,70,401,93530,122100,26000,23900,-0.08077,디아이
942,2024-06-18,453450,-0.059,-0.004,-0.182,-0.141,4,146,3733332,2037500,1362350,36012,34856,42500,0.027,0.078,-0.012,1276577,0.09,0.08,81,645,94100,142300,45800,49900,0.08952,그리드위즈
941,2024-06-18,294090,-0.003,0.057,-0.021,0.0,577,0,994390,542649,429973,5041,4772,10500,0.048,0.143,0.034,1587926,0.105,0.08,60,168,93030,102430,12010,13270,0.10491,이오플로우
940,2024-06-18,276730,0.0,0.076,-0.15,-0.127,4,744,13321752,8195244,4675671,11347,10638,1282,-0.212,-0.11,-0.237,6751774,0.167,0.08,164,566,102230,134330,1142,1332,0.16637,제주맥주
939,2024-06-18,204270,-0.0,0.261,-0.008,0.166,104,0,15393228,7308105,7765737,67247,76851,22100,0.038,0.118,0.034,5042508,0.081,0.08,195,760,103800,153000,24700,25400,0.02834,제이앤티씨
938,2024-06-18,101670,0.001,0.028,-0.041,-0.012,184,20,2117850,1217538,862974,5200,4723,4480,0.01,0.08,0.0,1210592,0.08,0.08,224,760,105230,153000,4840,4610,-0.04752,하이드로리튬
937,2024-06-18,097800,0.006,0.021,-0.01,0.016,104,21,2212107,1170899,980846,1387,1517,1166,0.01,0.143,0.001,6909734,0.128,0.08,61,760,93100,153000,1334,1320,-0.01049,윈팩
936,2024-06-18,272210,0.006,0.057,-0.012,0.045,500,20,3689861,1279262,2343821,13740,35690,19550,-0.003,0.13,-0.01,6077112,0.141,0.08,78,760,93930,153000,22100,21700,-0.0181,한화시스템
935,2024-06-18,036460,0.029,0.091,-0.004,0.029,91,13,7293530,3720810,3331937,51861,57634,53300,0.019,0.107,0.009,4181825,0.097,0.08,64,760,93230,153000,59100,55800,-0.05584,한국가스공사
934,2024-06-18,009810,0.098,0.192,0.028,0.065,5,75,6207526,3276693,2764423,6292,7216,1065,-0.005,0.117,-0.023,1082407,0.144,0.08,138,760,100930,153000,1191,1193,0.00168,플레이그램
933,2024-06-17,407400,-0.008,0.192,-0.011,0.155,707,0,7259577,3361018,3532232,28188,30728,10660,-0.015,0.064,-0.037,2163467,0.104,0.08,439,760,124000,153000,11350,11340,-0.00088,꿈비
932,2024-06-17,362320,0.038,0.038,-0.012,-0.005,0,26,2618477,1449694,899317,8684,7536,10080,0.014,0.158,0.01,3324116,0.113,0.08,70,760,93530,153000,11680,11790,0.00942,청담글로벌
931,2024-06-17,078150,0.003,0.061,-0.02,0.031,82,40,8566907,3995293,4416138,8239,11200,3115,0.013,0.087,0.002,3831236,0.085,0.08,98,760,94930,153000,3390,3395,0.00147,HB테크놀러지
930,2024-06-17,059090,0.004,0.011,-0.038,-0.003,1,190,848135,441510,378983,5364,9092,16900,0.012,0.123,0.005,1630238,0.117,0.08,74,292,93730,112630,19000,17480,-0.08,미코
929,2024-06-17,056090,-0.005,-0.005,-0.082,-0.077,0,752,2898360,1987357,830366,3463,4014,1527,-0.016,0.082,-0.022,2350011,0.106,0.08,118,280,95930,112030,1654,1829,0.1058,이노시스
928,2024-06-17,029480,0.025,0.039,-0.076,-0.03,1,68,3664851,2253745,1293843,6142,5844,6500,-0.046,0.054,-0.046,1099812,0.105,0.08,60,760,93030,153000,6860,6640,-0.03207,광무
927,2024-06-17,015590,-0.002,-0.0,-0.108,-0.107,2,698,12472269,7868544,4159531,4523,3537,536,-0.009,0.069,-0.034,4184083,0.106,0.08,67,760,93400,153000,574,563,-0.01916,KIB플러그에너지
926,2024-06-17,014710,0.019,0.298,-0.017,0.298,432,14,10215218,4882945,5204683,22708,28785,6090,0.034,0.125,-0.031,5155035,0.145,0.08,263,760,111200,153000,6860,6580,-0.04082,사조씨푸드
925,2024-06-17,012170,0.06,0.061,-0.078,-0.066,0,507,3440144,2368201,936263,2640,2643,1170,0.0,0.111,-0.001,1715029,0.112,0.08,67,760,93400,153000,1301,1245,-0.04304,아센디오
924,2024-06-17,011150,0.01,0.269,-0.033,0.242,462,74,71305593,33760917,36155015,123869,150896,6320,-0.005,0.013,-0.092,5761440,0.115,0.08,293,760,112700,153000,6410,6040,-0.05772,CJ씨푸드
923,2024-06-17,008970,-0.041,-0.03,-0.091,-0.071,0,687,22044286,14447721,6896339,8632,10301,1052,0.026,0.102,-0.007,11379496,0.109,0.08,68,760,93430,153000,1160,1111,-0.04224,동양철관
922,2024-06-14,900300,0.023,0.075,-0.015,0.015,373,104,23936152,12480793,10425674,31479,52290,135,0.015,0.133,-0.0,17705166,0.133,0.08,62,760,93130,153000,153,150,-0.01961,오가닉티코스메틱
921,2024-06-14,451250,0.062,0.086,-0.021,0.05,2,99,8120418,3848360,3369646,38030,40648,22050,0.082,0.125,0.025,3167393,0.097,0.08,60,83,93030,94200,24800,22800,-0.08065,삐아
920,2024-06-14,297890,0.013,0.059,0.011,0.049,30,0,3047394,1344161,1597021,4885,6247,7470,0.008,0.127,-0.003,3708158,0.13,0.08,63,760,93200,153000,8430,8480,0.00593,HB솔루션
919,2024-06-14,082740,-0.0,0.038,-0.014,0.019,485,35,1392626,511872,860523,4975,8057,13550,0.015,0.154,0.006,2971007,0.116,0.08,72,760,93630,153000,15660,15430,-0.01469,한화엔진
918,2024-06-13,362320,0.009,0.032,-0.004,0.016,287,75,143669,48813,90010,613,1252,8670,0.014,0.181,-0.005,2548038,0.091,0.08,110,760,95530,153000,10250,10130,-0.01171,청담글로벌
917,2024-06-13,140070,-0.012,0.035,-0.012,0.026,324,0,165655,50734,112279,362,695,3550,0.02,0.111,0.001,1292128,0.11,0.08,70,114,93530,95730,3950,3630,-0.08101,서플러스글로벌
916,2024-06-13,103840,0.018,0.247,-0.009,0.139,163,4,16263479,8161962,7751993,59276,65193,10700,0.029,0.117,-0.0,3131645,0.117,0.08,87,760,94400,153000,11960,11220,-0.06187,우양
915,2024-06-13,029480,0.018,0.139,0.013,0.087,81,0,8609984,4089275,4335152,15576,16747,6730,-0.064,0.009,-0.122,3966513,0.149,0.08,118,760,95930,153000,6800,6700,-0.01471,광무
914,2024-06-13,092790,-0.048,-0.02,-0.068,-0.043,685,48,2911620,1632251,1140829,7588,7565,9950,-0.025,0.05,-0.037,1410763,0.091,0.08,129,760,100500,153000,10460,10170,-0.02772,넥스틸
913,2024-06-13,036460,-0.007,0.102,-0.022,0.041,17,442,12017930,6054424,5629955,86904,93211,45800,-0.03,0.088,-0.03,4139888,0.121,0.08,96,760,94830,153000,49900,51800,0.03808,한국가스공사
912,2024-06-13,006340,0.0,0.016,-0.018,-0.006,191,56,5573103,3042637,2325174,5800,6796,3335,0.04,0.126,0.021,15686691,0.103,0.08,72,760,93630,153000,3760,3635,-0.03324,대원전선
911,2024-06-12,900300,-0.015,0.007,-0.101,-0.094,0,532,16277068,10342946,5460277,16618,31115,125,0.008,0.16,0.008,14733757,0.112,0.08,64,154,93230,101730,145,133,-0.08276,오가닉티코스메틱
910,2024-06-12,373200,0.003,0.146,-0.02,0.131,732,82,6881944,2480435,4150635,5864,8462,1941,0.005,0.056,-0.039,1953573,0.099,0.08,66,760,93330,153000,2050,1950,-0.04878,엑스플러스
909,2024-06-12,323280,0.014,0.184,0.002,0.114,60,1,12976634,6541766,6142924,65124,68397,11550,0.009,0.133,0.001,3852622,0.132,0.08,209,361,104500,120100,13100,12050,-0.08015,태성
908,2024-06-12,147830,-0.022,0.092,-0.092,-0.047,192,39,20340097,10158975,8706255,39135,40723,6530,0.115,0.118,0.032,3455120,0.083,0.08,113,236,95700,105830,7310,7920,0.08345,제룡산업
907,2024-06-12,103840,0.003,0.181,-0.011,0.055,53,21,14751519,7848804,6696642,50608,53046,9390,0.018,0.092,-0.009,2215280,0.101,0.08,93,135,94700,100800,10260,11300,0.10136,우양
906,2024-06-12,099220,0.015,0.15,0.005,0.055,589,57,14080876,7320169,6253894,15393,17563,1726,0.018,0.1,0.018,3396173,0.08,0.08,111,760,95600,153000,1900,1817,-0.04368,SDN
905,2024-06-12,029480,0.051,0.077,0.009,0.056,18,4,5257538,2673778,2461557,8593,9070,6190,0.018,0.131,0.013,3183828,0.116,0.08,81,760,94100,153000,7010,6730,-0.03994,광무
904,2024-06-12,454910,-0.0,0.067,-0.003,0.058,30,0,1984081,836340,1107739,22445,27777,80600,0.016,0.109,0.012,1699636,0.096,0.08,60,760,93030,153000,89500,86200,-0.03687,두산로보틱스
903,2024-06-12,015590,0.0,0.042,-0.022,0.0,52,627,7735822,4457829,3152567,2707,2676,455,0.002,0.169,-0.02,12614822,0.101,0.08,63,760,93200,153000,533,546,0.02439,KIB플러그에너지
902,2024-06-12,012170,0.01,0.02,-0.028,-0.015,32,266,1930910,1182574,695845,1540,1274,1239,0.001,0.084,-0.009,1403028,0.094,0.08,65,760,93300,153000,1344,1270,-0.05506,아센디오
901,2024-06-11,356680,-0.009,0.036,-0.011,0.027,211,4,141542,51978,80100,395,788,4845,0.032,0.154,0.032,1799248,0.116,0.08,64,149,93230,101500,5600,5150,-0.08036,엑스게이트
