,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
1940,2025-01-10,225530,0.001,0.026,-0.014,0.012,283,9,175929,23118,23003,134,269,4830,0.066,0.172,0.046,1972062,0.099,0.08,120,571,100030,134600,5670,5220,-0.07937,보광산업
1939,2025-01-10,187660,0.077,0.181,-0.008,0.035,16,399,26353164,13631995,10910568,37652,40531,2540,0.033,0.077,-0.004,4633943,0.081,0.08,88,427,94430,123400,2740,2960,0.08029,현대ADM
1938,2025-01-09,356680,-0.065,-0.042,-0.126,-0.113,10,705,3340977,2097371,1063055,10288,10872,9700,-0.164,-0.139,-0.218,2912284,0.1,0.08,489,760,130500,153000,8360,8420,0.00718,엑스게이트
1937,2025-01-09,221800,0.012,0.3,0.012,0.3,46,0,8520842,4821647,3572260,18492,21214,3730,0.099,0.139,0.031,2257970,0.105,0.08,128,163,100430,102200,4250,3910,-0.08,유투바이오
1936,2025-01-09,208710,0.114,0.27,-0.031,0.009,19,418,75760775,41268805,31558252,41130,46733,940,-0.144,-0.059,-0.152,6688485,0.11,0.08,134,313,100730,113700,886,815,-0.08014,바이오로그디바이스
1935,2025-01-09,089790,-0.019,0.163,-0.025,0.082,111,1,2112490,1101192,977959,10641,13764,4475,0.06,0.18,0.021,1783710,0.091,0.08,145,154,101300,101730,5290,5770,0.09074,제이티
1934,2025-01-09,062970,-0.05,0.245,-0.077,-0.038,111,6,29301779,15239584,13224964,81971,97118,9010,-0.084,-0.019,-0.143,3693305,0.145,0.08,201,662,104100,143130,8850,8140,-0.08023,한국첨단소재
1933,2025-01-09,032980,0.025,0.291,-0.02,0.148,433,17,14153966,7388356,6407329,11522,12986,458,0.007,0.144,0.007,2687280,0.125,0.08,240,760,110030,153000,525,503,-0.0419,바이온
1932,2025-01-09,118000,-0.007,0.298,-0.01,0.149,678,9,14585387,6825931,7052108,7294,9106,339,-0.006,0.174,-0.006,5181105,0.099,0.08,98,150,94930,101530,398,366,-0.0804,메타케어
1931,2025-01-09,011790,-0.011,0.155,-0.018,0.126,635,0,1455143,636859,788037,31140,35104,135400,0.064,0.154,0.059,1358847,0.089,0.08,93,760,94700,153000,156400,161600,0.03325,SKC
1930,2025-01-08,456070,0.003,0.011,-0.016,0.0,24,661,623154,368276,220939,4445,3472,17780,0.02,0.112,0.008,2166975,0.104,0.08,129,760,100500,153000,19800,19000,-0.0404,이엔셀
1929,2025-01-08,299170,0.116,0.116,-0.095,-0.095,4,760,3769886,2017424,1165227,10647,11510,1541,0.097,0.171,0.071,3335352,0.093,0.08,490,742,130530,151130,1806,1975,0.09358,더블유에스아이
1928,2025-01-08,161580,0.127,0.18,0.019,0.019,11,760,4147588,2332086,1558386,22235,20401,21250,-0.021,0.122,-0.021,1381528,0.147,0.08,61,760,93100,153000,23900,22900,-0.04184,필옵틱스
1927,2025-01-08,078150,0.171,0.293,0.101,0.115,16,727,30923672,16576483,12317934,43839,55011,2380,-0.021,0.074,-0.023,5190465,0.099,0.08,61,760,93100,153000,2560,2495,-0.02539,HB테크놀러지
1926,2025-01-08,062970,0.229,0.3,0.129,0.3,581,472,14386199,7550425,6442106,40670,48412,9370,-0.05,0.067,-0.077,5846855,0.156,0.08,93,111,94700,95600,10010,11570,0.15584,한국첨단소재
1925,2025-01-08,038880,0.083,0.235,-0.076,-0.065,12,720,48972728,27144805,19058941,20088,24572,271,0.026,0.125,0.007,9632194,0.117,0.08,210,623,104530,141200,305,281,-0.07869,아이에이
1924,2025-01-08,038530,0.0,0.009,-0.018,-0.009,138,6,357832,247410,104302,122,258,226,0.013,0.106,0.004,1497571,0.101,0.08,65,102,93300,95130,250,275,0.1,케이바이오
1923,2025-01-08,097230,0.008,0.189,0.003,0.16,515,14,8005549,3824580,4046701,22925,24201,7190,-0.007,0.056,-0.046,1266071,0.106,0.08,61,760,93100,153000,7600,7270,-0.04342,HJ중공업
1922,2025-01-08,093240,-0.02,0.155,-0.037,0.05,69,8,10510508,5419651,4851587,13412,15424,2410,0.012,0.149,0.01,4473356,0.122,0.08,157,760,101900,153000,2770,2660,-0.03971,형지엘리트
1921,2025-01-07,396470,0.012,0.046,0.006,0.037,19,592,794219,362460,373929,2704,2881,8750,0.033,0.095,-0.014,1021278,0.11,0.08,359,390,120000,121530,9590,8820,-0.08029,워트
1920,2025-01-07,123010,0.157,0.299,0.113,0.299,17,6,4845497,1891149,1793063,4719,4759,1940,0.082,0.162,-0.025,10462512,0.107,0.08,585,610,135300,140530,2260,2080,-0.07965,아이윈플러스
1919,2025-01-07,082800,0.0,0.018,-0.037,0.003,56,12,707737,413009,272890,2308,2578,7080,0.006,0.137,-0.003,1143732,0.133,0.08,65,760,93300,153000,8060,7940,-0.01489,비보존 제약
1918,2025-01-07,011080,-0.025,0.041,-0.031,-0.017,64,676,8089400,4571611,3064655,10265,11963,1140,-0.008,0.091,-0.04,3141839,0.137,0.08,61,70,93100,93530,1245,1416,0.13735,형지I&C
1917,2025-01-07,097230,-0.0,0.053,-0.059,0.053,746,26,2126723,1032475,1033934,5089,4985,6200,0.008,0.177,0.003,2347015,0.094,0.08,514,760,131730,153000,7310,7190,-0.01642,HJ중공업
1916,2025-01-07,042660,0.004,0.02,-0.028,0.02,760,19,3178779,1493571,1501613,19764,21268,38100,0.028,0.121,0.021,8197633,0.098,0.08,60,760,93030,153000,42700,42900,0.00468,한화오션
1915,2025-01-07,018500,-0.07,-0.036,-0.138,-0.126,43,641,6512516,3950763,2275283,5304,6697,2180,-0.0,0.05,-0.032,1330465,0.085,0.08,66,760,93330,153000,2290,2230,-0.0262,동원금속
1914,2025-01-07,002410,-0.014,0.017,-0.037,-0.014,232,32,1093603,543217,408575,1179,1497,2540,0.043,0.122,0.018,2528117,0.103,0.08,115,130,95800,100530,2850,3140,0.10175,범양건영
1913,2025-01-07,001470,0.002,0.028,-0.013,0.019,47,9,5109261,2441154,2438205,2362,3402,931,0.002,0.099,-0.0,7028387,0.099,0.08,137,760,100900,153000,1024,990,-0.0332,삼부토건
1912,2025-01-06,411080,-0.009,-0.003,-0.023,-0.004,544,9,113713,71669,36538,571,431,6960,0.017,0.142,-0.004,1252403,0.128,0.08,65,760,93300,153000,7960,7970,0.00126,샌즈랩
1911,2025-01-06,232830,0.018,0.147,0.018,0.147,760,0,1085760,0,10531,0,24,3400,-0.029,0.091,-0.059,1160425,0.159,0.08,229,490,105500,130530,3710,3410,-0.08086,시큐센
1910,2025-01-06,203650,0.016,0.115,-0.001,0.04,62,2,9983312,5213203,4522556,15759,18009,4020,0.011,0.082,-0.002,3013513,0.085,0.08,285,760,112300,153000,4350,4160,-0.04368,드림시큐리티
1909,2025-01-06,158430,0.026,0.299,0.015,0.299,64,1,26149148,12256919,13485790,69767,73527,7990,0.06,0.18,0.05,15679172,0.092,0.08,79,760,94000,153000,9440,8920,-0.05508,아톤
1908,2025-01-06,115500,-0.007,0.033,-0.05,-0.033,47,204,2967660,1643842,1186214,13207,13702,14080,0.023,0.096,0.011,1863328,0.084,0.08,78,760,93930,153000,15450,14640,-0.05243,케이씨에스
1907,2025-01-06,108490,-0.025,-0.023,-0.068,-0.055,0,428,804511,460282,304400,4884,7508,25050,0.048,0.178,0.038,1599160,0.095,0.08,60,360,93030,120030,29500,27100,-0.08136,로보티즈
1906,2025-01-06,097800,0.0,0.288,-0.006,0.211,462,3,17165221,8924325,7965336,21356,28839,757,0.017,0.088,0.004,2439500,0.084,0.08,176,760,102830,153000,825,797,-0.03394,윈팩
1905,2025-01-06,038880,0.046,0.296,0.046,0.296,10,0,12390076,6655889,4856827,3591,2582,254,0.039,0.169,0.004,16332575,0.103,0.08,120,760,100030,153000,297,290,-0.02357,아이에이
1904,2025-01-06,032980,0.012,0.033,-0.298,-0.298,6,102,19719039,9538688,9686051,3602,8735,362,0.019,0.041,-0.058,2629378,0.106,0.08,540,760,133030,153000,377,384,0.01857,바이온
1903,2025-01-03,336570,0.025,0.083,0.015,0.067,462,0,985959,406052,539424,2579,2676,4690,0.009,0.122,0.006,1176752,0.114,0.08,645,760,142300,153000,5270,5330,0.01139,원텍
1902,2025-01-03,277810,0.297,0.3,0.272,0.3,5,5,728153,443020,133708,18677,230,211500,0.064,0.069,-0.033,1438722,0.105,0.08,178,760,102930,153000,226000,233000,0.03097,레인보우로보틱스
1901,2025-01-03,160190,0.15,0.3,0.113,0.3,35,5,3277163,1481084,1524058,18579,17970,17420,-0.034,0.068,-0.052,2578369,0.126,0.08,93,760,94700,153000,18620,17490,-0.06069,하이젠알앤엠
1900,2025-01-03,065500,0.092,0.101,0.023,0.059,5,24,14144138,7462486,6016623,21687,25217,7020,-0.038,-0.011,-0.11,2910407,0.11,0.08,64,553,93230,133700,6950,6390,-0.08058,오리엔트정공
1899,2025-01-03,056360,-0.021,0.009,-0.051,-0.009,13,364,1269337,733276,427496,4996,4159,7950,0.044,0.181,0.024,2248578,0.091,0.08,64,758,93230,151930,9400,8650,-0.07979,코위버
1898,2025-01-03,046970,0.004,0.008,-0.03,-0.009,0,489,1531116,889123,558462,1967,1709,1421,0.021,0.1,0.01,5173196,0.089,0.08,64,205,93230,104300,1565,1440,-0.07987,우리로
1897,2025-01-03,039240,0.043,0.095,0.016,0.068,364,25,2984395,1490642,1360324,6522,6784,4855,0.016,0.11,0.003,1669532,0.107,0.08,71,760,93600,153000,5400,5700,0.05556,경남스틸
1896,2025-01-03,018000,-0.021,0.055,-0.03,0.026,337,2,871823,369768,448694,572,1005,778,-0.001,0.118,-0.001,1087386,0.12,0.08,60,760,93030,153000,871,873,0.0023,유니슨
1895,2025-01-03,011080,0.059,0.3,0.036,0.3,301,17,9569693,4416682,4272908,7342,9102,1019,0.001,0.099,-0.062,6673683,0.172,0.08,222,760,105130,153000,1121,1160,0.03479,형지I&C
1894,2025-01-03,093240,0.071,0.248,0.027,0.212,586,17,16131315,7728070,7831705,19107,24684,2490,-0.036,0.022,-0.074,1838026,0.104,0.08,130,760,100530,153000,2550,2495,-0.02157,형지엘리트
1893,2025-01-03,018500,0.087,0.299,0.084,0.299,32,0,15373832,9314815,5488451,9765,7327,2475,0.059,0.091,-0.042,10086322,0.139,0.08,139,554,101000,133730,2700,2480,-0.08148,동원금속
1892,2025-01-03,017860,0.011,0.013,-0.057,-0.053,0,598,934672,625442,256658,6603,5689,28850,0.0,0.125,-0.005,1293080,0.131,0.08,60,760,93030,153000,32500,34550,0.06308,DS단석
1891,2025-01-03,015020,0.13,0.243,0.042,0.174,601,24,7503216,3631422,3562923,7378,9557,2230,0.009,0.022,-0.09,1543473,0.123,0.08,130,554,100530,133730,2280,2100,-0.07895,이스타코
1890,2025-01-03,009830,0.006,0.019,-0.006,0.002,51,17,844896,401020,413868,7246,6885,16150,0.02,0.133,0.014,2555037,0.117,0.08,74,760,93730,153000,18320,17880,-0.02402,한화솔루션
1889,2025-01-03,002630,0.165,0.205,0.078,0.122,574,24,55645082,28720465,24738091,43430,52788,1736,-0.041,-0.005,-0.097,5905972,0.103,0.08,62,129,93130,100500,1730,1908,0.10289,오리엔트바이오
1888,2025-01-03,001380,-0.006,0.072,-0.027,0.047,361,14,7512108,3867666,3380825,8057,8645,3475,0.022,0.119,0.007,7508773,0.111,0.08,121,760,100100,153000,3890,3650,-0.0617,SG글로벌
1887,2025-01-02,464080,-0.019,0.053,-0.029,0.043,680,4,5376305,2425900,2405728,22738,25577,13480,-0.019,0.05,-0.033,2273688,0.087,0.08,96,640,104830,153000,14170,14100,-0.00494,에스오에스랩
1886,2025-01-02,299900,0.077,0.099,-0.009,-0.009,0,760,5268625,2970868,1717826,6296,7245,1381,0.028,0.174,0.028,2891105,0.098,0.08,60,640,103030,153000,1623,1567,-0.0345,위지윅스튜디오
1885,2025-01-02,293580,-0.011,0.087,-0.018,0.08,738,1,2689203,1236663,1344066,2132,3148,1161,0.053,0.148,0.025,2755451,0.12,0.08,70,640,103530,153000,1334,1378,0.03298,나우IB
1884,2025-01-02,219550,0.057,0.079,-0.009,0.062,423,18,2255612,1155065,1042457,745,936,482,0.044,0.124,0.025,1034773,0.097,0.08,162,640,112130,153000,543,550,0.01289,디와이디
1883,2025-01-02,090710,0.007,0.078,0.007,0.04,12,0,5806251,2920394,2707653,6371,8053,1490,0.063,0.157,0.061,13032183,0.09,0.08,240,640,120030,153000,1726,1746,0.01159,휴림로봇
1882,2025-01-02,049180,0.109,0.298,0.086,0.298,15,6,1865658,868161,324723,2050,793,2540,0.01,0.02,-0.091,2335376,0.121,0.08,162,181,112130,113100,2590,2380,-0.08108,셀루메드
1881,2025-01-02,030530,-0.009,0.153,-0.022,0.102,635,4,11371101,5705659,5098778,16012,18933,2550,0.057,0.143,0.041,4355318,0.098,0.08,215,640,114800,153000,2920,2810,-0.03767,원익홀딩스
1880,2025-01-02,015020,-0.003,0.159,-0.049,0.101,300,2,6517028,3374083,3024902,7897,8884,1899,0.13,0.159,0.042,2053269,0.112,0.08,97,640,104900,153000,2200,2230,0.01364,이스타코
1879,2025-01-02,002630,0.019,0.3,0.018,0.3,271,0,45465118,24734047,20348684,34583,35543,1547,0.165,0.182,0.078,16787955,0.09,0.08,202,640,114130,153000,1831,1736,-0.05188,오리엔트바이오
1878,2025-01-02,001570,-0.007,0.062,-0.013,0.047,588,1,1312457,603421,668267,5403,8815,21200,-0.059,-0.059,-0.13,1059290,0.081,0.08,180,640,113030,153000,19970,19560,-0.02053,금양
1877,2024-12-30,466100,0.0,0.041,-0.023,0.027,756,250,10909257,5492689,4788115,32993,34745,8320,-0.026,0.073,-0.035,5886068,0.112,0.08,62,760,93130,153000,8940,8910,-0.00336,클로봇
1876,2024-12-30,460470,0.0,0.219,-0.016,0.129,195,37,6716842,3519471,3088103,26156,32309,4560,-0.0,0.088,-0.004,1056213,0.093,0.08,61,760,93100,153000,4960,4780,-0.03629,아이빔테크놀로지
1875,2024-12-30,378800,0.012,0.022,-0.089,-0.078,0,113,1472254,983269,424153,3276,3601,3155,-0.003,0.135,-0.011,1283617,0.137,0.08,64,760,93230,153000,3580,3500,-0.02235,샤페론
1874,2024-12-30,123010,0.047,0.235,0.045,0.077,328,2,8774660,4492590,3972441,11366,12974,1039,-0.004,0.1,-0.007,1337467,0.108,0.08,76,760,93830,153000,1144,1144,0.0,아이윈플러스
1873,2024-12-30,043590,-0.043,0.219,-0.05,0.057,360,8,5479388,2910392,2316762,7947,9257,742,0.054,0.154,0.013,1222176,0.117,0.08,114,760,95730,153000,857,860,0.0035,웰킵스하이텍
1872,2024-12-30,089590,0.0,0.011,-0.061,-0.012,117,476,127339,80085,42863,1510,850,8210,-0.14,-0.08,-0.157,3884881,0.091,0.08,60,760,93030,153000,7560,7500,-0.00794,제주항공
1871,2024-12-27,232830,0.002,0.036,-0.038,0.015,152,599,1453869,769165,512223,3691,4339,2650,0.128,0.193,0.04,1619040,0.082,0.08,210,381,104530,121100,3160,2910,-0.07911,시큐센
1870,2024-12-27,193250,0.0,0.299,-0.019,0.211,715,2,10340484,5237193,3758875,4434,5068,579,-0.048,0.029,-0.097,2008525,0.14,0.08,616,760,140830,153000,597,581,-0.0268,링크드
1869,2024-12-27,123010,0.017,0.017,-0.044,-0.034,0,54,830377,485484,329714,1232,1393,965,0.047,0.174,0.045,2221981,0.098,0.08,311,673,113600,143700,1134,1043,-0.08025,아이윈플러스
1868,2024-12-27,115500,0.015,0.029,-0.012,-0.002,143,609,700056,414740,244994,3117,2342,9700,0.079,0.176,0.055,2141327,0.096,0.08,167,228,102400,105430,11420,12510,0.09545,케이씨에스
1867,2024-12-27,075970,-0.006,0.031,-0.015,0.027,735,44,359404,42025,49962,203,204,2660,0.128,0.154,0.024,3439618,0.118,0.08,67,112,93400,95630,3070,2820,-0.08143,동국알앤에스
1866,2024-12-26,303030,0.01,0.299,0.01,0.299,21,0,12126680,7137362,4795161,12543,14945,1133,0.125,0.139,0.001,2694014,0.132,0.08,658,666,142930,143330,1291,1188,-0.07978,지니틱스
1865,2024-12-26,217270,0.009,0.009,-0.016,0.006,0,504,109247,68166,38117,958,662,4960,0.062,0.137,0.01,1111296,0.126,0.08,87,760,94400,153000,5650,5670,0.00354,넵튠
1864,2024-12-26,065500,-0.029,0.155,-0.06,0.025,72,2,16778883,9217329,7173317,32231,36182,5670,-0.019,0.109,-0.021,4046111,0.133,0.08,60,142,93030,101130,6300,5800,-0.07937,오리엔트정공
1863,2024-12-26,050890,0.04,0.067,0.016,0.016,46,758,3202265,1734230,1227666,6618,7068,5650,0.009,0.099,0.009,2615266,0.089,0.08,69,147,93500,101400,6220,6780,0.09003,쏠리드
1862,2024-12-26,018500,0.044,0.247,-0.046,-0.044,100,664,44878526,24304165,19553063,50119,56767,1740,0.044,0.198,0.044,10726183,0.074,0.074,62,137,93130,100900,2090,1935,-0.07416,동원금속
1861,2024-12-26,015020,-0.023,0.073,-0.035,0.003,73,1,1637294,927330,670100,1778,2097,1510,0.003,0.122,0.001,1025043,0.122,0.08,72,570,93630,134530,1697,1561,-0.08014,이스타코
1860,2024-12-26,002630,-0.053,0.041,-0.063,-0.032,71,1,11500935,6331108,4662666,6242,6450,1227,-0.007,0.092,-0.024,2358593,0.119,0.08,60,287,93030,112400,1341,1234,-0.07979,오리엔트바이오
1859,2024-12-24,475580,-0.014,0.037,-0.027,0.014,565,161,2249987,1174345,967539,10774,10623,12270,0.011,0.166,0.01,6380432,0.105,0.08,63,760,93200,153000,14320,13550,-0.05377,에이럭스
1858,2024-12-24,466100,0.008,0.044,0.005,0.044,760,0,576836,241803,270783,1337,2051,6440,0.019,0.12,-0.008,1700215,0.128,0.08,60,591,93030,135600,7220,8150,0.12881,클로봇
1857,2024-12-24,113810,0.016,0.3,-0.081,0.186,755,34,21706450,9958890,10385243,22677,26638,1822,-0.061,-0.01,-0.089,2602044,0.086,0.08,69,447,93500,124400,1805,1660,-0.08033,디젠스
1856,2024-12-24,065500,-0.041,-0.02,-0.136,-0.093,0,23,17279889,9718187,6903822,25229,29129,5530,-0.029,0.083,-0.06,3886933,0.152,0.08,65,673,93300,143700,6000,5520,-0.08,오리엔트정공
1855,2024-12-24,033320,0.028,0.053,0.012,0.037,26,1,994026,467822,450115,2481,2680,5900,0.005,0.086,0.0,3199153,0.086,0.08,83,457,94200,124900,6420,5910,-0.07944,제이씨현시스템
1854,2024-12-24,018500,0.021,0.3,0.021,0.3,700,0,19592286,9270022,9951735,28684,33876,1820,0.044,0.137,-0.0,11508619,0.134,0.08,64,519,93230,132000,2070,1904,-0.08019,동원금속
1853,2024-12-24,002630,0.1,0.125,-0.061,0.025,78,23,34880339,18068670,15021219,22726,25545,1267,-0.053,0.024,-0.063,3564322,0.093,0.08,68,760,93430,153000,1298,1227,-0.0547,오리엔트바이오
1852,2024-12-23,288330,-0.025,0.022,-0.084,-0.03,281,45,2050861,1117766,849213,3995,3400,3940,0.018,0.121,0.015,1124688,0.104,0.08,98,760,94930,153000,4420,4495,0.01697,브릿지바이오테라퓨틱
1851,2024-12-23,113810,0.027,0.3,-0.017,0.3,712,31,13370252,6753685,6348348,13172,15261,1536,0.016,0.035,-0.081,3329133,0.125,0.08,351,731,115600,150600,1591,1791,0.12571,디젠스
1850,2024-12-23,047560,-0.002,0.016,-0.092,-0.082,28,754,1150451,701232,371448,7164,5314,23000,0.03,0.165,0.026,1872352,0.107,0.08,62,760,93130,153000,26800,28050,0.04664,이스트소프트
1849,2024-12-23,039240,-0.023,0.01,-0.093,-0.076,53,364,2837108,1732556,992209,5684,6279,4720,0.001,0.186,0.001,6888680,0.085,0.08,471,760,125600,153000,5610,5270,-0.06061,경남스틸
1848,2024-12-23,272210,0.019,0.039,-0.027,-0.012,232,62,2198113,1182087,926881,10203,9398,20400,0.029,0.142,0.027,3525099,0.112,0.08,621,760,141100,153000,23300,23200,-0.00429,한화시스템
1847,2024-12-23,097230,-0.002,0.25,-0.023,0.127,355,13,9017715,4645813,4206012,25161,23498,5850,0.043,0.132,0.026,1970780,0.103,0.08,75,760,93800,153000,6630,6660,0.00452,HJ중공업
1846,2024-12-23,018500,0.011,0.132,-0.023,0.069,301,100,7295456,3824935,3263946,7974,10099,1400,0.021,0.149,0.021,3181870,0.121,0.08,79,700,94000,145030,1611,1806,0.12104,동원금속
1845,2024-12-23,006340,-0.07,-0.059,-0.121,-0.11,0,375,6754421,4093798,2183654,6122,8057,2875,0.002,0.137,-0.0,9567542,0.134,0.08,186,760,103330,153000,3270,3195,-0.02294,대원전선
1844,2024-12-23,002630,0.055,0.3,0.005,0.3,366,72,20205552,13364763,5042752,7599,6674,1236,0.1,0.108,-0.061,13447131,0.163,0.08,73,110,93700,95530,1371,1261,-0.08023,오리엔트바이오
1843,2024-12-23,001380,-0.044,-0.013,-0.172,-0.098,24,369,37235343,19530514,16086311,44293,49074,4210,-0.045,0.033,-0.047,4212924,0.085,0.08,70,212,93530,104630,4350,4000,-0.08046,SG글로벌
1842,2024-12-20,476060,0.385,1.008,0.288,0.331,104,10,33939536,18193181,14878160,244529,263307,17300,-0.056,0.096,-0.064,2323887,0.17,0.08,168,760,102430,153000,18980,21400,0.1275,온코닉테라퓨틱스
1841,2024-12-20,293580,-0.004,0.068,-0.004,0.042,660,0,1658218,717,11,12,3,1287,0.054,0.142,0.05,6058762,0.088,0.08,63,568,93200,134430,1471,1353,-0.08022,나우IB
1840,2024-12-20,085810,0.099,0.149,-0.07,-0.07,0,760,3705614,1804068,1307463,5473,6519,1100,-0.0,0.127,-0.0,1180314,0.127,0.08,194,760,103730,153000,1241,1185,-0.04512,알티캐스트
1839,2024-12-20,065500,-0.049,-0.026,-0.179,-0.15,3,570,20544526,11180498,7635853,31357,34629,4980,0.074,0.092,-0.004,4031025,0.097,0.08,111,370,95600,120530,5450,5980,0.09725,오리엔트정공
1838,2024-12-20,079900,-0.022,0.3,-0.024,0.274,541,0,7527395,3833036,3518614,54552,63182,35300,0.018,0.061,-0.018,1649173,0.081,0.08,60,152,93030,101630,37500,40500,0.08,전진건설로봇
1837,2024-12-20,035510,-0.034,0.067,-0.085,-0.048,148,702,3030162,1666526,1266246,19656,20055,10560,0.038,0.129,0.037,1662895,0.089,0.08,81,322,94100,114130,11930,10970,-0.08047,신세계 I&C
1836,2024-12-20,002630,-0.02,-0.02,-0.162,-0.161,0,743,6269049,3689727,2238226,3518,4519,951,0.055,0.097,0.006,1773274,0.09,0.08,296,339,112830,115000,1044,1138,0.09004,오리엔트바이오
1835,2024-12-19,456010,0.045,0.284,-0.014,0.188,616,51,10962074,5608705,5017591,40360,44987,8780,-0.006,0.175,-0.014,5560536,0.096,0.08,60,760,93030,153000,10330,9690,-0.06196,아이씨티케이
1834,2024-12-19,009730,-0.012,0.003,-0.017,-0.003,3,106,858750,339887,394344,566,2507,1040,-0.051,-0.025,-0.098,1162511,0.081,0.08,63,760,93200,153000,1015,1049,0.0335,이렘
1833,2024-12-19,006490,0.027,0.299,0.012,0.299,482,0,17151476,9328062,7621934,18170,24184,1606,-0.029,0.045,-0.047,3411621,0.097,0.08,210,760,104530,153000,1680,1644,-0.02143,인스코비
1832,2024-12-19,001380,-0.018,0.061,-0.037,0.008,263,155,14498267,8302562,5894033,19173,18895,3715,-0.021,0.149,-0.021,11180735,0.122,0.08,215,699,104800,145000,4270,4790,0.12178,SG글로벌
1831,2024-12-18,464500,0.019,0.235,0.009,0.174,683,2,8827004,4719681,3935358,28302,34209,4665,0.004,0.091,-0.026,1977496,0.12,0.08,61,463,93100,125200,5100,4690,-0.08039,아이언디바이스
1830,2024-12-18,457600,0.054,0.072,-0.21,-0.185,7,719,13399127,7843710,5052661,36341,43026,6300,-0.021,0.079,-0.035,2589742,0.118,0.08,655,685,142800,144300,6810,6260,-0.08076,벡트
1829,2024-12-18,445090,0.061,0.3,0.026,0.291,656,6,4619897,2024884,2433806,31315,43536,34850,-0.036,0.07,-0.037,1241508,0.112,0.08,60,760,93030,153000,37300,37550,0.0067,에이직랜드
1828,2024-12-18,199480,0.299,0.299,0.084,0.152,74,723,14622904,8868394,5165159,38209,37426,8350,0.028,0.054,-0.053,1507311,0.113,0.08,203,301,104200,113100,8810,8100,-0.08059,뱅크웨어글로벌
1827,2024-12-18,097870,0.213,0.299,0.095,0.132,9,106,11712354,6301699,4603991,37014,36975,8470,0.11,0.181,0.077,2402499,0.092,0.08,198,724,103930,150230,10010,9210,-0.07992,효성오앤비
