,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,gcut,lcut,iASK0,tASK0,prcASK0,profit0,iASK1,tASK1,prcASK1,profit1,iASK2,tASK2,prcASK2,profit2,hname,profit
3962,20250627,277410,-0.001,0.212,-0.005,0.066,512,26,21173121,11783074,9097274,30434,33635,1350,0.007,0.111,0.007,12,0,2055280,1101711,953569,2913,3268,12,93700,1456,0.103,0.062,699,153000,1385,-0.04876,699,153000,1385,-0.04876,237,112930,1384,-0.04945,인산가,-0.04876
3961,20250627,236810,-0.037,0.3,-0.098,0.3,721,173,8781245,4760736,3581696,16224,14322,4225,-0.05,0.06,-0.084,41,5,4120172,2107779,2012393,8668,10071,355,122830,4245,0.12,0.072,406,125400,4755,0.12014,425,130330,4860,0.14488,405,125330,4655,0.09658,엔비티,0.12014
3960,20250627,232830,-0.039,-0.028,-0.096,-0.05,0,407,444959,274951,160556,873,900,2915,0.002,0.019,-0.053,33,20,75778,23960,51818,144,131,341,122130,2890,0.076,0.05,699,153000,2905,0.00519,699,153000,2905,0.00519,699,153000,2905,0.00519,아이티센피엔에스,0.00519
3959,20250627,228760,0.006,0.016,-0.017,-0.007,1,240,104583,64391,38812,883,934,12000,0.002,0.008,-0.051,2,46,289228,74304,214924,682,864,357,122930,11860,0.062,0.05,699,153000,12030,0.01433,699,153000,12030,0.01433,699,153000,12030,0.01433,지노믹트리,0.01433
3958,20250627,215100,0,0,-0.108,-0.083,0,359,2704676,1770274,824541,9006,6621,5160,0.004,0.07,0,17,2,1462563,719432,743131,3262,3582,206,111400,5390,0.07,0.05,264,114300,5780,0.07236,265,114330,5850,0.08534,257,113930,5700,0.05751,로보로보,0.07236
3957,20250627,199430,-0,0.006,-0.085,-0.063,0,307,368058,221923,131995,2625,1819,9300,0.12,0.189,0.082,32,10,1554596,774243,748416,8935,9459,21,94130,10650,0.099,0.06,186,110400,10010,-0.06009,187,110430,9890,-0.07136,112,102700,10140,-0.04789,케이엔알시스템,-0.06009
3956,20250627,192410,0.023,0.299,0.002,0.107,517,5,7119501,3847999,3093862,12960,14582,1682,0.011,0.068,-0.012,13,50,478078,315600,162478,1056,1134,39,95030,1742,0.081,0.05,410,125600,1885,0.08209,699,153000,1816,0.04248,410,125600,1856,0.06544,오늘이엔엠,0.08209
3955,20250627,105740,-0,0.025,-0.026,0.013,591,202,165427,86770,75462,802,605,8460,0.028,0.03,-0.031,0,16,39339,29961,9378,249,126,5,93330,8570,0.062,0.05,449,131530,8140,-0.05018,699,153000,8220,-0.04084,146,104400,8230,-0.03967,디케이락,-0.05018
3954,20250627,093240,-0,0.065,-0.014,0.035,11,1,2112942,914184,1147414,2963,9694,2945,0.014,0.095,0.002,37,5,1725835,729785,996050,1789,2512,3,93230,3100,0.093,0.056,245,113330,2925,-0.05645,313,120730,2890,-0.06774,173,105730,2960,-0.04516,형지엘리트,-0.05645
3953,20250627,099440,0.179,0.233,-0,0.127,6,546,25214569,14009312,10928958,57202,60955,3775,-0.052,-0.049,-0.103,0,34,676950,435994,240956,1714,1319,3,93230,3520,0.061,0.05,44,95300,3735,0.06108,54,95800,3780,0.07386,44,95300,3695,0.04972,스맥,0.06108
3952,20250627,090710,0.009,0.013,-0.072,-0.045,0,345,8597774,5705797,2588981,8439,8814,2530,0.034,0.107,0.024,17,3,9363663,4461373,4902290,10752,13270,16,93900,2715,0.081,0.05,202,111200,2940,0.08287,216,111900,2980,0.09761,160,105100,2895,0.0663,휴림로봇,0.08287
3951,20250627,088280,0.006,0.01,-0.041,-0.025,1,243,84737,62766,21554,278,284,2485,0.026,0.189,0.014,18,8,798191,412041,339280,2565,2742,8,93500,2765,0.12,0.072,74,100800,2565,-0.07233,265,114330,2525,-0.0868,73,100730,2605,-0.05787,쏘닉스,-0.07233
3950,20250627,004870,-0.004,0.1,-0.02,0.064,642,1,3305056,1455895,1711203,3328,4210,744,-0.015,0.039,-0.043,1,49,264506,146305,118201,278,240,44,95300,736,0.086,0.051,699,153000,715,-0.02853,699,153000,715,-0.02853,498,134000,706,-0.04076,티웨이홀딩스,-0.02853
3949,20250626,298380,-0.007,0.006,-0.021,-0.015,103,35,764508,416010,335767,10624,9877,66300,0.02,0.026,-0.041,1,16,448473,304043,137772,3722,3100,19,94030,67000,0.069,0.05,699,153000,66000,-0.01493,699,153000,66000,-0.01493,180,110100,64300,-0.0403,에이비엘바이오,-0.01493
3948,20250626,276040,0.02,0.198,0.009,0.165,695,2,1860038,817763,995038,4043,5087,3205,0.041,0.041,-0.022,0,33,128091,87915,40176,337,188,2,93200,3250,0.064,0.05,699,153000,3270,0.00615,699,153000,3270,0.00615,699,153000,3270,0.00615,스코넥,0.00615
3947,20250626,267320,0,0.001,-0.056,-0.039,0,5,3380022,2084884,1144512,6961,5552,4325,0.138,0.175,0.076,3,9,6536244,3449802,2953539,15572,15159,2,93200,4905,0.091,0.055,699,153000,4850,-0.01121,699,153000,4850,-0.01121,159,105030,4685,-0.04485,나인테크,-0.01121
3946,20250626,250930,0.15,0.298,0.051,0.053,39,754,11345549,6054348,5066584,17549,22647,561,-0.012,-0.012,-0.07,0,35,418685,278151,140534,326,260,65,100330,543,0.061,0.05,699,153000,526,-0.03131,699,153000,526,-0.03131,699,153000,526,-0.03131,예선테크,-0.03131
3945,20250626,239890,0.002,0.016,0,0.006,7,21,29922,15165,13833,210,243,5170,0.008,0.201,0.006,22,2,368214,194317,150341,3342,3570,63,100230,5800,0.12,0.072,699,153000,5570,-0.03966,699,153000,5570,-0.03966,154,104800,5470,-0.0569,피엔에이치테크,-0.03966
3944,20250626,223310,0.079,0.272,0.075,0.158,8,0,7621555,3897967,3277456,24459,25850,5270,-0.034,-0.004,-0.084,5,41,291164,192505,98659,1331,1171,16,93900,5090,0.087,0.052,66,100400,5540,0.08841,220,112100,5630,0.10609,65,100330,5450,0.07073,딥마인드,0.08841
3943,20250626,205500,-0.043,-0.012,-0.128,-0.062,24,506,6843877,3512452,3056486,11757,12537,4300,-0.064,-0.048,-0.11,1,19,940031,558793,381238,1698,1225,143,104230,3985,0.071,0.05,699,153000,3930,-0.0138,699,153000,3930,-0.0138,699,153000,3930,-0.0138,넥써쓰,-0.0138
3942,20250626,187790,-0.009,0.099,-0.059,0.052,704,20,716094,319430,370596,814,1057,1230,-0.02,0.094,-0.02,7,0,216202,107163,109039,356,385,1,93130,1284,0.116,0.07,699,153000,1310,0.02025,699,153000,1310,0.02025,699,153000,1310,0.02025,나노,0.02025
3941,20250626,179530,-0.014,0.076,-0.04,0.046,711,148,481070,213114,227164,803,1120,3305,0.076,0.088,0.018,0,13,380501,215757,164744,1144,813,1,93130,3490,0.068,0.05,175,105830,3730,0.06877,699,153000,3400,-0.02579,175,105830,3685,0.05587,애드바이오텍,0.06877
3940,20250626,124500,-0.037,-0.035,-0.146,-0.115,0,570,1446264,955891,432050,6696,6680,28750,-0.124,-0.11,-0.165,10,42,656970,355173,266497,2013,1915,462,132200,25050,0.067,0.05,699,153000,24400,-0.02595,699,153000,24400,-0.02595,699,153000,24400,-0.02595,아이티센글로벌,-0.02595
3939,20250626,098120,0.004,0.042,-0.022,0.013,114,1,231084,123159,100967,1496,1691,22700,-0.022,0.007,-0.066,11,42,86830,45133,41697,489,439,29,94530,22350,0.078,0.05,699,153000,22400,0.00224,699,153000,22400,0.00224,699,153000,22400,0.00224,마이크로컨텍솔,0.00224
3938,20250626,009070,0.002,0.298,0.002,0.205,229,0,19054538,10945765,7557257,34037,35246,5050,-0.006,0.101,-0.011,22,0,4261446,2205832,2055614,8165,8726,19,94030,5250,0.113,0.068,251,113630,4890,-0.06857,317,120930,4820,-0.0819,248,113500,4960,-0.05524,KCTC,-0.06857
3937,20250626,008600,0.007,0.03,-0.009,0.002,34,493,384625,176714,122522,300,374,431,0.223,0.276,0.141,4,47,6647115,3847431,2559346,4234,4948,56,95900,523,0.063,0.05,230,112600,497,-0.04971,333,121730,492,-0.05927,147,104430,502,-0.04015,윌비스,-0.04971
3936,20250626,007700,0.026,0.088,0.015,0.057,189,3,234429,107126,125208,2723,3710,18880,0.136,0.186,0.081,4,39,198237,109939,88298,1603,1786,3,93230,21550,0.098,0.059,699,153000,21900,0.01624,699,153000,21900,0.01624,699,153000,21900,0.01624,F&F홀딩스,0.01624
3935,20250626,042040,0,0.12,-0.114,-0.088,69,557,88307629,46895371,37170194,23068,34651,320,0.028,0.137,-0.013,26,1,23784796,11908925,11488641,3182,5633,6,93400,345,0.12,0.072,551,140630,320,-0.07246,658,150000,315,-0.08696,271,114630,325,-0.05797,케이피엠테크,-0.07246
3934,20250626,005950,-0.008,0.034,-0.022,0.008,11,63,131736,58919,68430,704,811,6000,0.045,0.212,0.042,43,0,1309490,658010,644862,5696,6733,7,93430,6870,0.12,0.072,699,153000,6710,-0.02329,699,153000,6710,-0.02329,699,153000,6710,-0.02329,이수화학,-0.02329
3933,20250626,019660,-0.004,0.1,-0.018,0.009,24,1,93376,54848,37036,331,357,2735,0.013,0.015,-0.051,1,44,35585,27732,7853,49,47,424,130300,2705,0.069,0.05,699,153000,2655,-0.01848,699,153000,2655,-0.01848,699,153000,2655,-0.01848,글로본,-0.01848
3932,20250626,002220,-0.006,0.09,-0.006,0.052,248,0,597990,282760,308196,1040,1548,2855,-0.026,-0.026,-0.098,0,20,70163,36326,33837,173,147,433,130730,2705,0.08,0.05,699,153000,2710,0.00185,699,153000,2710,0.00185,699,153000,2710,0.00185,한일철강,0.00185
3931,20250626,001420,0.001,0.016,0,0.016,473,27,4641,2733,1825,22,28,4040,0,0,-0.059,0,1,4167,3219,948,55,12,12,93700,3990,0.063,0.05,699,153000,3960,-0.00752,699,153000,3960,-0.00752,699,153000,3960,-0.00752,태원물산,-0.00752
3930,20250625,417860,0.005,0.033,-0.049,0.025,758,419,169962,93314,58514,1425,1494,28300,-0.013,0.032,-0.046,37,9,74432,37218,37214,629,664,12,93700,28250,0.081,0.05,286,115400,30600,0.08319,699,153000,28600,0.01239,285,115330,30100,0.06549,오브젠,0.08319
3929,20250625,389030,0.012,0.057,-0.02,0.008,248,46,594430,273811,316329,646,913,2545,-0.026,-0.016,-0.096,2,23,543409,257039,286370,411,408,11,93630,2425,0.089,0.053,699,153000,2430,0.00206,699,153000,2430,0.00206,699,153000,2430,0.00206,지니너스,0.00206
3928,20250625,454910,0.069,0.166,0.049,0.117,41,5,4305365,2102903,2135775,44134,49650,66000,0.032,0.033,-0.032,0,47,454252,300898,153354,5091,3238,80,101100,66700,0.067,0.05,699,153000,67600,0.01349,699,153000,67600,0.01349,699,153000,67600,0.01349,두산로보틱스,0.01349
3927,20250625,357880,0,0.204,-0.022,0.017,66,3,19676487,10515152,8668682,25744,28181,2940,-0.014,0.043,-0.027,34,9,1814052,953563,860489,2182,2440,18,94000,2980,0.072,0.05,129,103530,2830,-0.05034,145,104330,2800,-0.0604,80,101100,2860,-0.04027,SKAI,-0.05034
3926,20250625,347860,0.021,0.04,-0.037,-0.006,2,47,2756849,1570506,1114020,4453,4448,3500,-0.004,0.16,-0.023,39,11,3043117,1385650,1530127,5004,5738,3,93230,3795,0.12,0.072,699,153000,3575,-0.05797,699,153000,3575,-0.05797,168,105500,3575,-0.05797,알체라,-0.05797
3925,20250625,335870,0,0.039,-0.026,0.014,0,21,61957,19978,41712,131,163,2110,0.021,0.021,-0.038,0,49,12800,11336,1464,49,12,4,93300,2110,0.062,0.05,699,153000,2080,-0.01422,699,153000,2080,-0.01422,699,153000,2080,-0.01422,윙스풋,-0.01422
3924,20250625,317530,0.052,0.052,-0.011,0.015,0,3,6223,2360,3014,103,139,4970,0.036,0.036,-0.044,0,39,5897,5317,580,86,32,570,141600,4955,0.084,0.051,699,153000,4895,-0.01211,699,153000,4895,-0.01211,699,153000,4895,-0.01211,캐리소프트,-0.01211
3923,20250625,37550L,0,0.052,0,0.046,185,0,4434,2247,2110,111,131,33300,0.122,0.176,0.06,6,48,10281,4981,5300,256,295,176,105900,37500,0.109,0.065,699,153000,37000,-0.01333,699,153000,37000,-0.01333,699,153000,37000,-0.01333,DL이앤씨2우(전환),-0.01333
3922,20250625,37550K,0.087,0.087,0.018,0.038,0,422,9560,5898,2938,138,145,23300,0.103,0.109,0.041,0,44,16588,10372,6216,281,228,167,105430,25150,0.066,0.05,699,153000,25300,0.00596,699,153000,25300,0.00596,699,153000,25300,0.00596,DL이앤씨우,0.00596
3921,20250625,375500,0.048,0.057,0.005,0.045,3,40,564471,284015,267967,12821,16022,48400,0.182,0.2,0.122,5,16,1093979,482557,590694,10557,13120,164,105300,56800,0.07,0.05,699,153000,55400,-0.02465,699,153000,55400,-0.02465,516,134900,54500,-0.04049,DL이앤씨,-0.02465
3920,20250625,286750,0.006,0.019,-0.04,-0.04,5,753,283644,190776,76200,411,449,2300,-0.039,-0.02,-0.08,0,25,165171,112670,52501,206,260,133,103730,2200,0.066,0.05,699,153000,2275,0.03409,699,153000,2275,0.03409,699,153000,2275,0.03409,나노실리칸첨단소재,0.03409
3919,20250625,246720,0,0.299,0,0.299,583,0,349235,212436,122597,1151,1133,5300,0.126,0.132,-0.036,0,43,371121,203395,166031,4115,4633,1,93130,5460,0.12,0.072,102,102200,5070,-0.07143,280,115100,4985,-0.087,99,102030,5140,-0.05861,아스타,-0.07143
3918,20250625,226950,0.032,0.074,0.014,0.031,162,53,466406,239417,221587,4492,4636,40150,-0.035,-0.021,-0.092,2,16,122359,80984,38896,825,1010,16,93900,38800,0.078,0.05,699,153000,39300,0.01289,699,153000,39300,0.01289,699,153000,39300,0.01289,올릭스,0.01289
3917,20250625,223310,0.223,0.3,0.156,0.3,9,4,3356520,2336114,855494,5452,2911,4550,0.231,0.253,0.121,26,9,2006909,1123912,882997,5888,5811,342,122200,5480,0.071,0.05,403,125230,5210,-0.04927,607,143430,5150,-0.06022,397,124930,5260,-0.04015,딥마인드,-0.04927
3916,20250625,215380,0,0.011,-0.037,0.006,6,102,216909,71642,140782,295,338,1990,-0,0.08,-0,19,0,212958,90535,122423,361,490,27,94430,2080,0.081,0.05,699,153000,2010,-0.03365,699,153000,2010,-0.03365,699,153000,2010,-0.03365,우정바이오,-0.03365
3915,20250625,205500,0.017,0.16,-0.026,0.089,149,0,21959126,11386577,9863890,44500,46632,4585,-0.041,-0.012,-0.084,14,49,1240154,705269,534885,1770,1484,584,142300,4395,0.079,0.05,586,142400,4170,-0.05119,587,142430,4130,-0.0603,586,142400,4215,-0.04096,넥써쓰,-0.05119
3914,20250625,179530,0.15,0.176,-0.006,0.01,5,706,1210687,667085,429200,3831,3606,3160,-0.002,0.038,-0.032,8,26,55361,25937,29424,120,130,283,115230,3180,0.072,0.05,699,153000,3305,0.03931,699,153000,3305,0.03931,650,145600,3365,0.05818,애드바이오텍,0.03931
3913,20250625,052690,0.007,0.065,-0.031,0.03,161,40,2548533,1239512,1280617,31535,32297,115000,0.031,0.032,-0.052,0,47,482692,328904,153788,7799,5927,72,100700,114700,0.089,0.053,699,153000,114900,0.00174,699,153000,114900,0.00174,699,153000,114900,0.00174,한전기술,0.00174
3912,20250625,000157,0.021,0.036,-0.053,0.018,655,67,11382,6053,5114,1153,1184,485500,-0.008,-0.007,-0.078,0,49,1530,1020,510,256,148,19,94030,473000,0.077,0.05,699,153000,463000,-0.02114,699,153000,463000,-0.02114,699,153000,463000,-0.02114,두산2우B,-0.02114
3911,20250624,462860,-0.044,0.047,-0.096,-0.086,28,600,15542182,8931283,6268744,28359,29331,4825,0.045,0.154,0.034,20,1,10057578,4166731,5753011,14392,17812,5,93330,5320,0.116,0.07,699,153000,5200,-0.02256,699,153000,5200,-0.02256,699,153000,5200,-0.02256,더즌,-0.02256
3910,20250624,413640,-0.022,0.159,-0.027,0.157,698,2,704029,317418,368163,4184,18156,23950,-0.035,-0.019,-0.083,0,32,109602,73049,36553,1097,464,20,94100,22800,0.071,0.05,699,153000,23250,0.01974,699,153000,23250,0.01974,699,153000,23250,0.01974,비아이매트릭스,0.01974
3909,20250624,377030,-0.044,-0.008,-0.1,-0.083,12,572,2781363,1686648,989173,6356,6007,6520,0.066,0.12,0.054,24,3,811138,368651,442487,1818,1917,13,93730,7140,0.063,0.05,485,133330,6780,-0.05042,610,143600,6710,-0.06022,118,103000,6850,-0.04062,비트맥스,-0.05042
3908,20250624,372800,0.001,0.067,-0.029,0.062,223,74,95512,37849,47820,484,639,7310,0.037,0.063,0.003,8,48,39539,20266,19273,154,148,40,95100,7600,0.06,0.05,63,100230,8070,0.06184,65,100330,8160,0.07368,45,95330,7980,0.05,아이티아이즈,0.06184
3907,20250624,348370,-0.024,-0.024,-0.055,-0.047,0,162,270366,169084,96458,3850,4539,55200,0.054,0.118,0.036,28,5,282543,98068,184475,2793,4683,32,94700,60100,0.079,0.05,699,153000,62200,0.03494,699,153000,62200,0.03494,699,153000,62200,0.03494,엔켐,0.03494
3906,20250624,347860,0,0.053,-0.057,0.029,587,9,4736632,2296431,2314343,6677,7889,3520,0.009,0.023,-0.037,3,37,747756,510956,236800,1175,734,36,94900,3520,0.062,0.05,699,153000,3500,-0.00568,699,153000,3500,-0.00568,699,153000,3500,-0.00568,알체라,-0.00568
3905,20250624,317830,-0.004,0.049,-0.038,0.034,573,57,167782,78816,84740,1106,1314,7640,0.034,0.097,0.016,32,14,150484,62169,88315,533,759,35,94830,8110,0.08,0.05,699,153000,7980,-0.01603,699,153000,7980,-0.01603,699,153000,7980,-0.01603,에스피시스템스,-0.01603
3904,20250624,290660,0,0.295,0,0.221,35,0,8258254,4269712,3787831,13864,15980,1400,0.028,0.057,-0.041,1,29,362773,251663,111110,602,294,526,135400,1422,0.103,0.062,699,153000,1420,-0.00141,699,153000,1420,-0.00141,699,153000,1420,-0.00141,네오펙트,-0.00141
3903,20250624,267320,-0.003,0.036,-0.035,0.025,291,3,2275548,1195404,1016172,2850,3404,3845,0.138,0.234,0.135,10,0,5822658,2465906,3244903,11116,11266,195,110830,4595,0.079,0.05,699,153000,4500,-0.02067,699,153000,4500,-0.02067,699,153000,4500,-0.02067,나인테크,-0.02067
3902,20250624,33626L,-0.018,0.259,-0.079,0.02,402,6,1301289,677607,566633,15870,17589,11320,0.126,0.148,0.056,1,45,103775,63566,40209,1625,1492,37,94930,12550,0.088,0.053,58,100000,11890,-0.05259,185,110330,11750,-0.06375,49,95530,12020,-0.04223,두산퓨얼셀2우B,-0.05259
3901,20250624,234100,-0.008,0.009,-0.013,-0.009,10,737,124370,102436,20067,156,142,1026,0.097,0.299,0.094,7,0,9423734,5114521,3991112,6802,7265,119,103030,1290,0.026,0.05,131,103630,1325,0.02713,131,103630,1331,0.03178,130,103600,1318,0.02171,폴라리스세원,0.02713
3900,20250624,232830,-0.009,0.013,-0.095,-0.019,217,20,597896,331077,259836,1421,1484,3305,-0.009,0.029,-0.033,9,31,101809,70440,31369,241,155,59,100030,3320,0.064,0.05,138,104000,3535,0.06476,139,104030,3580,0.07831,137,103930,3495,0.05271,아이티센피엔에스,0.06476
3899,20250624,205500,0.039,0.299,0.029,0.299,53,0,12691296,6752131,4882121,13268,13800,4210,0.014,0.118,-0.012,40,4,5332348,2819787,2384285,9389,9333,5,93330,4510,0.12,0.072,699,153000,4585,0.01663,699,153000,4585,0.01663,699,153000,4585,0.01663,넥써쓰,0.01663
3898,20250624,160190,-0.019,0.106,-0.036,0.05,575,4,1008995,513246,482974,9992,10694,36500,0.253,0.3,0.219,28,9,2017401,1160546,843445,16260,15440,110,102600,46450,0.014,0.05,135,103830,47100,0.01399,138,104000,47250,0.01722,130,103600,47000,0.01184,하이젠알앤엠,0.01399
3897,20250624,158430,0.049,0.152,0.012,0.032,120,360,1597590,1602,9257,17,53,12530,-0.091,-0.02,-0.098,18,0,696097,398779,297318,2173,2543,38,95000,11910,0.087,0.052,402,125200,12950,0.08732,402,125200,13160,0.10495,398,125000,12750,0.07053,아톤,0.08732
3896,20250624,152550,0.241,0.297,0.201,0.238,58,182,63983948,34236021,27659365,22951,26758,375,-0.224,-0.187,-0.261,5,31,10129580,6539061,3590519,1543,1581,115,102830,293,0.101,0.061,483,133230,275,-0.06143,498,134000,272,-0.07167,407,125430,279,-0.04778,한국ANKOR유전,-0.06143
3895,20250624,123420,-0.001,0.3,-0.023,0.3,737,45,1170152,705994,377873,3335,2383,10230,0.019,0.034,-0.064,0,10,1136148,639366,496782,5324,4812,10,93600,10200,0.104,0.063,32,94700,11280,0.10588,32,94700,11490,0.12647,27,94430,11060,0.08431,위메이드플레이,0.10588
3894,20250624,114630,-0.006,-0.006,-0.025,-0.008,0,75,298021,230872,60374,140,214,509,-0.002,0.098,-0.002,8,0,887813,394489,439674,537,696,131,103630,541,0.1,0.06,699,153000,538,-0.00555,699,153000,538,-0.00555,699,153000,538,-0.00555,폴라리스우노,-0.00555
3893,20250624,103140,0.144,0.217,0.058,0.075,3,205,2166622,1189748,913833,41077,38557,136000,-0.083,-0.079,-0.158,1,22,568470,336858,231612,9109,6985,62,100200,121800,0.094,0.057,699,153000,125200,0.02791,699,153000,125200,0.02791,699,153000,125200,0.02791,풍산,0.02791
3892,20250624,096350,-0.041,0.207,-0.077,0.136,296,0,45314987,21233288,23052464,19184,25476,533,0.032,0.032,-0.041,0,39,3207493,2030091,1177402,997,787,619,144030,534,0.076,0.05,699,153000,538,0.00749,699,153000,538,0.00749,699,153000,538,0.00749,대창솔루션,0.00749
3891,20250624,087010,-0.015,-0.013,-0.063,-0.044,2,113,373209,235722,134692,11101,10248,190700,0.054,0.148,0.051,12,0,248157,95714,149365,4160,5479,28,94500,212500,0.092,0.055,699,153000,205000,-0.03529,699,153000,205000,-0.03529,215,111830,203000,-0.04471,펩트론,-0.03529
3890,20250624,032350,-0.04,-0.019,-0.063,-0.028,27,209,1304269,741854,544229,9432,10911,16600,0.004,0.004,-0.072,0,29,461413,245886,215527,2155,1915,23,94230,16290,0.082,0.05,699,153000,16450,0.00982,699,153000,16450,0.00982,699,153000,16450,0.00982,롯데관광개발,0.00982
3889,20250624,069920,0.006,0.006,-0.106,-0.093,0,742,422544,221280,194209,763,791,1613,0.019,0.044,-0.039,0,22,42384,25871,14589,169,105,80,101100,1607,0.086,0.052,482,133200,1747,0.08712,542,140200,1775,0.10454,466,132400,1719,0.0697,엑시온그룹,0.08712
3888,20250624,066900,0.064,0.064,0.004,0.013,0,759,13469,7506,5654,78,104,2375,0.061,0.076,0.002,0,10,5206,2723,2483,48,63,213,111730,2490,0.074,0.05,699,153000,2520,0.01205,699,153000,2520,0.01205,699,153000,2520,0.01205,디에이피,0.01205
3887,20250624,065450,0.108,0.134,0.035,0.035,4,759,4978504,3070918,1779441,23352,25401,4600,-0.074,-0.069,-0.126,2,20,640071,460351,179720,1246,767,532,135700,4240,0.066,0.05,699,153000,4190,-0.01179,699,153000,4190,-0.01179,699,153000,4190,-0.01179,빅텍,-0.01179
3886,20250624,011700,-0.025,0.028,-0.038,-0.03,158,586,2866113,1732106,1008085,6168,6732,4485,0.02,0.021,-0.051,0,31,616538,359476,257062,982,883,23,94230,4460,0.076,0.05,699,153000,4350,-0.02466,699,153000,4350,-0.02466,699,153000,4350,-0.02466,한신기계,-0.02466
3885,20250624,044490,-0.019,0.158,-0.041,0.049,375,3,1455930,735853,694562,11330,12411,33250,0.039,0.056,-0.029,4,31,174880,105712,69168,1112,1147,21,94130,34000,0.087,0.052,699,153000,35200,0.03529,699,153000,35200,0.03529,699,153000,35200,0.03529,태웅,0.03529
3884,20250624,042040,0,0.004,-0.022,-0.015,305,25,165524,94932,64643,106,171,270,0.263,0.3,0.152,13,0,12170599,6710838,5096188,3811,4130,1,93130,336,0.037,0.05,5,93330,349,0.03869,699,153000,351,0.04464,2,93200,347,0.03274,케이피엠테크,0.03869
3883,20250624,005810,0.077,0.208,0.064,0.149,145,26,1319755,576263,703088,11385,14413,51200,-0.088,-0.086,-0.149,0,42,177035,121000,56035,1879,1250,418,130000,45600,0.075,0.05,699,153000,46400,0.01754,699,153000,46400,0.01754,699,153000,46400,0.01754,풍산홀딩스,0.01754
3882,20250624,035460,-0.002,0.021,-0.019,0.009,110,1,107466,38760,62098,202,215,2350,-0.021,-0.021,-0.085,0,29,63827,46668,17159,120,77,94,101800,2260,0.07,0.05,699,153000,2275,0.00664,699,153000,2275,0.00664,699,153000,2275,0.00664,기산텔레콤,0.00664
3881,20250624,033340,-0.034,-0.007,-0.098,-0.061,698,540,4957757,2757823,1944683,4227,3742,1312,0.09,0.215,0.089,13,0,12364806,5675412,6506941,9954,10614,1,93130,1532,0.105,0.063,385,124330,1436,-0.06266,699,153000,1459,-0.04765,359,123030,1455,-0.05026,좋은사람들,-0.06266
3880,20250624,026040,-0.024,0.016,-0.084,-0.013,272,8,359579,194066,154485,848,1000,3040,0.066,0.13,0.053,13,44,532452,229362,303090,1046,1182,1,93130,3355,0.073,0.05,699,153000,3300,-0.01639,699,153000,3300,-0.01639,358,123000,3220,-0.04024,제이에스티나,-0.01639
3879,20250624,003280,0.157,0.157,0.098,0.155,0,180,11154415,16326,32915,39,73,2230,-0.17,-0.157,-0.206,1,31,8132374,5123552,3008822,5756,5513,79,101030,1838,0.061,0.05,699,153000,1783,-0.02992,699,153000,1783,-0.02992,699,153000,1783,-0.02992,흥아해운,-0.02992
