,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
464,2023-11-16,314140,0,2,0.059,0.1277,0.0542,0.1012,9140,131098,-1,0.0,9140,1,0.0164,13,-0.0033,21,0.0033,0.0
463,2023-11-16,311320,0,2,0.0132,0.114,0.0044,0.1123,12680,280153,-1,0.0,12680,0,0.0134,8,-0.0039,2,0.0047,0.0
462,2023-11-16,309930,0,2,0.0125,0.1687,0.0011,0.1529,5090,490936,-1,0.0,5090,1,0.0118,4,-0.0138,1,-0.0039,0.0
461,2023-11-16,286750,0,2,0.0419,0.1152,0.0314,0.1134,3190,727899,-1,0.0031,3200,3,0.0031,0,-0.0658,45,-0.0596,0.0
460,2023-11-16,203690,0,2,0.0,0.1647,0.0,0.1195,7680,211013,-1,-0.0104,7600,0,0.0794,28,-0.0104,0,0.0677,0.0
459,2023-11-16,196170,0,2,0.0168,0.1206,0.0061,0.1038,72300,1495398,-1,-0.0083,71700,15,0.0097,13,-0.0249,44,-0.0152,0.0
458,2023-11-16,191420,0,2,0.1754,0.2995,0.1527,0.2995,13190,1353072,106,0.0083,13300,0,0.0167,3,-0.0478,39,-0.0334,0.0
457,2023-11-16,171090,0,2,0.0159,0.1432,0.0114,0.1318,24900,471587,-1,0.0201,25400,2,0.0321,1,0.002,18,0.002,-0.017743358494265227
456,2023-11-16,156100,0,2,0.0312,0.1655,0.0312,0.137,8380,431775,-1,0.0036,8410,0,0.0036,0,-0.037,8,-0.0167,0.0
455,2023-11-16,142760,0,2,0.0178,0.2996,0.0167,0.2996,2260,2500443,149,0.0553,2385,0,0.1283,12,0.0022,2,0.0642,0.008433620771344685
454,2023-11-16,131290,0,2,0.0819,0.1588,0.0707,0.1129,44850,358988,-1,0.01,45300,2,0.0223,4,-0.0022,26,0.01,0.0
453,2023-11-16,117730,0,2,0.0312,0.1966,0.0312,0.1871,24750,2031157,-1,0.0141,25100,3,0.0263,0,-0.0081,8,0.0061,-0.007888768366038912
452,2023-11-16,110020,0,2,0.0014,0.1088,0.0014,0.1061,8130,156075,-1,0.0086,8200,1,0.0504,10,0.0062,0,0.0197,0.0
451,2023-11-16,098120,0,2,0.225,0.2992,0.225,0.2992,11030,1163667,9,0.0444,11520,6,0.2421,18,0.0444,0,0.1614,0.15
450,2023-11-16,094360,0,2,0.0157,0.1494,0.0157,0.1285,21600,1244523,-1,-0.0139,21300,10,0.0486,18,-0.0139,0,-0.0093,0.0
449,2023-11-16,079370,0,2,0.049,0.1364,0.0358,0.1139,42050,590037,-1,0.0012,42100,7,0.0036,8,-0.0357,59,-0.0345,0.0
448,2023-11-16,078590,0,2,0.0082,0.2995,0.0082,0.2995,473,20549321,484,0.0169,481,0,0.0888,12,0.0021,17,0.0402,0.02291277411741577
447,2023-11-16,073190,0,2,0.002,0.131,-0.0556,0.1091,2795,217557,-1,0.0018,2800,0,0.0089,0,-0.0465,1,-0.0376,0.0
446,2023-11-16,065350,0,2,0.0143,0.1869,0.0014,0.1626,40750,4562751,-1,0.0184,41500,15,0.0994,11,0.016,57,0.0184,0.0
445,2023-11-16,065170,0,2,0.0067,0.2215,0.0022,0.1298,505,6666551,-1,-0.002,504,0,-0.002,0,-0.0455,1,-0.0297,0.0
444,2023-11-16,059210,0,2,0.0786,0.2943,0.0499,0.2668,5080,13266720,437,-0.0039,5060,4,0.0157,3,-0.0079,22,0.0,0.0
443,2023-11-16,048530,0,2,0.0249,0.1874,0.0133,0.1078,6680,5718551,-1,-0.024,6520,4,0.012,52,-0.0314,1,-0.012,0.0
442,2023-11-16,036830,0,2,0.0353,0.2412,0.0353,0.212,39450,1133288,-1,-0.0089,39100,2,0.0127,3,-0.0368,58,-0.0355,0.0
441,2023-11-16,032790,0,2,-0.0187,0.2994,-0.0187,0.2082,1747,4317872,250,-0.0321,1691,0,0.0876,52,-0.0555,1,0.0389,0.0
440,2023-11-16,031980,0,2,0.0558,0.1201,0.0372,0.1151,32950,963880,-1,-0.0137,32500,19,-0.0061,16,-0.047,59,-0.044,0.0
439,2023-11-16,012860,0,2,0.0757,0.2338,0.0679,0.1146,2150,11253164,-1,-0.0116,2125,4,0.007,10,-0.014,4,-0.0047,0.0
438,2023-11-16,610054,2,1,0.0812,0.1015,0.0761,0.1015,53620,516,-1,-0.0173,52695,0,-0.0173,0,-0.0173,0,-0.0173,0.0
437,2023-11-16,281820,0,1,0.0341,0.1314,0.0341,0.1144,22900,308947,-1,0.0087,23100,0,0.0175,18,-0.0022,5,0.0131,0.0
436,2023-11-16,200880,0,1,0.0633,0.1933,0.0567,0.1207,16810,3568958,-1,0.0208,17160,2,0.0375,16,0.0119,1,0.0244,0.003526645768025194
435,2023-11-16,092200,0,1,0.0423,0.1308,0.0322,0.1026,5480,2657424,-1,0.0036,5500,6,0.0146,40,-0.0128,3,0.0055,0.0
434,2023-11-16,033250,0,1,0.0,0.2755,-0.0089,0.2572,2400,20707599,-1,0.0333,2480,1,0.0917,37,-0.0083,3,0.0312,-0.0020323236233429354
433,2023-11-16,016880,0,1,0.0043,0.2997,0.0043,0.2997,1522,19329573,730,0.0966,1669,0,0.2943,15,0.0953,0,0.2392,0.09
432,2023-11-16,011810,0,1,-0.0039,0.217,-0.0173,0.1108,14130,14403774,-1,0.0156,14350,13,0.0672,8,0.0106,1,0.0269,0.011126427727451649
431,2023-11-16,010040,0,1,0.1799,0.2336,0.1349,0.1453,3310,9366173,-1,-0.0091,3280,2,0.0332,38,-0.0166,2,0.0211,0.0
430,2023-11-16,007860,0,1,0.0416,0.1315,0.0416,0.1007,8200,742899,-1,-0.0024,8180,0,0.0085,17,-0.0159,4,-0.0012,0.0
429,2023-11-16,007660,0,1,0.0706,0.171,0.0558,0.1636,31300,9900634,-1,-0.0032,31200,11,0.0128,39,-0.0176,1,-0.0128,0.0
428,2023-11-16,004920,0,1,0.0863,0.2971,0.0863,0.2971,2030,8990462,683,-0.0025,2025,11,0.0394,2,-0.0296,7,-0.0123,0.0
427,2023-11-16,000325,0,1,0.0175,0.1262,0.0175,0.1262,58000,6082,-1,0.0345,60000,0,0.0345,0,0.0345,0,0.0345,0.0
426,2023-11-15,448710,0,2,-0.008,0.1412,-0.008,0.1368,12800,233220,-1,0.0312,13200,2,0.032,0,-0.0203,5,0.0,-0.03025601241272291
425,2023-11-15,446540,0,2,0.0088,0.2813,-0.0022,0.2286,5590,22582251,-1,-0.0465,5330,0,-0.025,5,-0.0572,22,-0.0465,0.0
424,2023-11-15,430690,0,2,0.0013,0.2683,-0.0073,0.1236,17000,1489633,-1,0.0088,17150,2,0.0259,34,-0.0235,1,0.0188,0.0
423,2023-11-15,408900,0,2,-0.0025,0.1361,-0.0025,0.1361,22950,31036,-1,-0.0087,22750,3,0.0065,51,-0.0305,17,-0.0022,0.0
422,2023-11-15,365330,0,2,0.1857,0.2989,0.1857,0.2989,5280,34006310,105,0.0511,5550,2,0.0682,0,-0.0729,32,-0.0379,-0.1
421,2023-11-15,356860,0,2,0.0087,0.1114,0.0087,0.1092,25400,384011,-1,0.0236,26000,4,0.0433,1,0.0157,14,0.0177,-0.005763970300898813
420,2023-11-15,338220,0,2,-0.0181,0.1719,-0.0181,0.1719,38850,2129553,-1,0.0528,40900,9,0.0541,0,0.0077,59,0.009,-0.041603343465045683
419,2023-11-15,290120,0,2,0.0074,0.1554,0.0,0.1455,4645,830250,-1,-0.0086,4605,0,0.0258,36,-0.0248,1,-0.0172,0.0
418,2023-11-15,271830,0,2,-0.0018,0.2083,-0.0018,0.1221,3125,4116031,-1,0.0144,3170,4,0.056,10,-0.0016,59,0.0,-0.014195583596214534
417,2023-11-15,241690,0,2,0.0,0.2455,0.0,0.1545,4445,19390190,-1,0.0427,4635,0,0.0461,0,-0.0034,15,0.0,-0.04095137623477507
416,2023-11-15,239610,0,2,0.0028,0.1923,-0.0085,0.1261,15990,356001,-1,-0.01,15830,1,0.0006,38,-0.0438,27,-0.0363,0.0
415,2023-11-15,222810,0,2,0.0217,0.1428,0.0217,0.1327,2245,1949485,-1,0.0045,2255,4,0.02,1,-0.02,9,0.0,0.0
414,2023-11-15,204840,0,2,0.0102,0.157,-0.012,0.157,1253,2385899,-1,-0.0112,1239,1,0.0168,1,-0.0399,51,-0.0391,0.0
413,2023-11-15,200230,0,2,-0.0051,0.2354,-0.0121,0.1424,1131,17879353,-1,-0.0088,1121,0,0.0371,55,-0.0239,23,0.015,0.0
412,2023-11-15,191420,0,2,0.0,0.2996,-0.0051,0.2996,10150,372561,417,0.133,11500,0,0.2305,26,0.13,0,0.1961,0.055692850838481744
411,2023-11-15,187420,0,2,-0.0083,0.2492,-0.0396,0.1337,3435,853209,-1,0.0218,3510,0,0.0306,0,-0.0102,3,0.0029,-0.018496770405167506
410,2023-11-15,150900,0,2,0.0065,0.1874,0.0065,0.1082,6860,901002,-1,0.0321,7080,3,0.0321,0,-0.0102,14,0.0015,-0.029648289894390056
409,2023-11-15,148780,0,2,-0.0056,0.2843,-0.0491,0.1796,1274,32774620,-1,-0.0063,1266,0,0.0871,26,-0.0063,0,0.0526,0.0
408,2023-11-15,148150,0,2,0.0225,0.1189,0.0201,0.1149,13880,210200,-1,0.0086,14000,3,0.0663,55,0.0086,0,0.0548,0.0
407,2023-11-15,138610,0,2,-0.0043,0.1223,-0.0043,0.1056,17900,175902,-1,-0.0028,17850,4,0.0218,10,-0.0168,0,-0.0022,0.0
406,2023-11-15,137940,0,2,0.0952,0.2998,0.0952,0.2998,737,3330761,760,0.0176,750,0,0.0719,3,-0.0624,27,-0.0366,-0.05
405,2023-11-15,123840,0,2,0.0,0.2324,-0.0023,0.1925,508,9650890,-1,-0.0039,506,0,0.0,10,-0.0315,9,-0.0118,0.0
404,2023-11-15,110990,0,2,0.0166,0.1878,-0.0021,0.1878,22900,1291860,-1,0.0415,23850,4,0.0611,16,0.0087,2,0.0306,-0.010465674507921352
403,2023-11-15,099440,0,2,0.0177,0.2057,0.0177,0.2044,4420,9010731,-1,0.0486,4635,7,0.0509,7,0.0023,11,0.0192,-0.028037383177569986
402,2023-11-15,095340,0,2,0.0501,0.128,0.0462,0.128,85500,539040,-1,0.0374,88700,9,0.0667,12,0.0117,59,0.0117,-0.024773472141893293
401,2023-11-15,094170,0,2,0.0127,0.186,0.0072,0.1695,21250,1908409,-1,0.0118,21500,14,0.0165,4,-0.0212,58,-0.0188,-0.030243131053568018
400,2023-11-15,089230,0,2,0.0536,0.2976,0.0536,0.1667,196,73607200,16,0.0969,215,0,0.0969,0,-0.0255,50,0.0051,-0.1
399,2023-11-15,089140,0,2,-0.0053,0.2232,-0.0053,0.1579,5500,1641997,-1,0.0,5500,4,0.0091,49,-0.0309,12,-0.0091,0.0
398,2023-11-15,089010,0,2,0.0418,0.1165,0.0374,0.1121,25300,828406,-1,-0.004,25200,7,0.002,59,-0.0217,5,0.0,0.0
397,2023-11-15,088800,0,2,0.0308,0.2498,0.0308,0.1756,1868,20196174,-1,0.0027,1873,3,0.0391,9,-0.0305,39,-0.0182,0.0
396,2023-11-15,085670,0,2,0.0052,0.1262,0.0052,0.1262,5400,1124469,-1,0.0093,5450,2,0.0185,5,-0.0093,2,0.0,0.0
395,2023-11-15,082210,0,2,0.0,0.1452,0.0,0.1039,3080,742126,-1,0.0244,3155,1,0.0244,0,-0.013,57,-0.0097,-0.03328777821163609
394,2023-11-15,076610,0,2,0.0413,0.281,0.0289,0.219,295,24339787,-1,0.0136,299,3,0.0576,22,-0.0169,2,0.0068,-0.006708760852407347
393,2023-11-15,046070,0,2,0.0067,0.2433,0.0067,0.11,333,4372157,-1,-0.039,320,1,0.03,29,-0.048,0,-0.006,0.0
392,2023-11-15,041020,0,2,0.0268,0.1402,0.0171,0.1268,4620,6612323,-1,0.119,5170,20,0.1342,4,0.0574,59,0.0628,-0.05022341376228778
391,2023-11-15,013310,0,2,0.0153,0.1514,0.0153,0.1514,4145,2294545,-1,0.041,4315,1,0.0784,29,0.0157,2,0.0507,0.009317963496637827
390,2023-11-15,580025,2,1,0.0,0.1396,0.0,0.1041,4350,21460,-1,0.0,4350,0,0.1011,4,0.0,0,0.0713,0.0
389,2023-11-15,530088,2,1,0.0465,0.1421,0.0452,0.1163,4320,120665,-1,0.0,4320,0,0.1574,6,0.0,0,0.0706,0.0
388,2023-11-15,462330,1,1,0.0431,0.1305,0.0265,0.1029,4985,7971445,-1,0.0,4985,0,0.1314,4,0.0,0,0.0632,0.0
387,2023-11-15,412570,1,1,0.0331,0.1293,0.0331,0.1105,5025,756678,-1,0.0,5025,0,0.1443,5,0.0,0,0.0577,0.0
386,2023-11-15,214390,0,1,0.0,0.2251,0.0,0.2183,9040,10834878,-1,-0.0232,8830,0,0.0697,53,-0.0265,2,0.0454,0.0
385,2023-11-15,119650,0,1,-0.0015,0.2322,-0.0066,0.1099,1515,8682830,-1,-0.0099,1500,6,0.0007,45,-0.0264,1,-0.0145,0.0
384,2023-11-15,015590,0,1,0.0499,0.1071,0.0255,0.101,905,5268228,-1,0.0011,906,0,0.0221,58,-0.0166,2,0.0088,0.0
383,2023-11-15,009440,0,1,0.0212,0.2991,0.0035,0.2991,3670,5491449,22,0.0272,3770,5,0.0763,45,-0.0054,2,0.0313,0.003991433021807156
382,2023-11-15,004920,0,1,0.0021,0.106,0.0021,0.106,1565,414714,-1,0.0709,1676,11,0.2971,6,0.0709,0,0.1974,0.09
381,2023-11-15,004560,0,1,0.0081,0.2951,0.0065,0.252,15400,9558927,434,0.0247,15780,3,0.0604,3,-0.0019,24,0.011,-0.013369766761003321
380,2023-11-14,445090,0,2,0.316,0.316,0.08,0.212,30300,5573774,0,0.0528,31900,0,0.0726,6,-0.0429,30,-0.0231,-0.07209346504559266
379,2023-11-14,313760,0,2,0.0,0.1838,0.0,0.1459,8480,342347,-1,0.0083,8550,0,0.0896,49,0.0012,0,0.0814,0.0
378,2023-11-14,241690,0,2,0.0,0.2985,0.0,0.2985,3850,1564072,125,0.1286,4345,0,0.1961,17,0.1195,0,0.1351,0.005759347864610964
377,2023-11-14,148780,0,2,0.059,0.2997,0.059,0.2259,1080,12778580,15,-0.0046,1075,0,0.05,28,-0.037,1,-0.0194,0.0
376,2023-11-14,110020,0,2,0.0118,0.2357,0.0118,0.1869,7050,1090473,-1,0.0014,7060,1,0.0667,57,-0.0199,2,0.061,0.0
375,2023-11-14,089230,0,2,0.0329,0.2566,0.0197,0.1053,168,25214159,-1,0.0417,175,0,0.2976,15,0.0417,0,0.2976,0.15
374,2023-11-14,065350,0,2,0.0031,0.257,-0.0312,0.1854,38050,4261274,-1,-0.0539,36000,14,-0.0184,23,-0.0854,59,-0.0828,0.0
373,2023-11-14,057680,0,2,0.0,0.2994,0.0,0.1922,1712,23610502,145,0.0129,1734,3,0.0777,11,0.0047,4,0.0496,0.03623259946687751
372,2023-11-14,053270,0,2,0.0165,0.1489,0.0129,0.1029,3000,2545177,-1,-0.0083,2975,1,0.005,25,-0.0233,2,-0.01,0.0
371,2023-11-14,053050,0,2,0.0186,0.1271,-0.0014,0.1271,3945,10329129,-1,0.0418,4110,7,0.0583,1,-0.0101,48,0.0076,-0.03282779804185065
370,2023-11-14,032300,0,2,0.0163,0.2214,0.0047,0.1119,23850,3225410,-1,-0.0084,23650,0,0.0273,19,-0.0126,48,0.0021,0.0
369,2023-11-14,024940,0,2,-0.0039,0.1279,-0.0157,0.1279,8640,1126883,-1,0.0312,8910,5,0.0394,0,-0.0475,48,-0.0394,-0.05
368,2023-11-14,023790,0,2,0.0,0.2992,0.0,0.2992,1550,373633,5,0.2581,1950,0,0.2968,3,0.1774,25,0.1903,0.0
367,2023-11-14,002800,0,2,-0.0047,0.1489,-0.0266,0.1034,7040,11486975,-1,0.0199,7180,3,0.1349,12,0.0199,0,0.0824,0.06128051769781351
366,2023-11-14,465770,0,1,0.0154,0.2846,-0.0087,0.1981,12460,5132655,-1,-0.0345,12030,0,-0.0048,33,-0.077,5,-0.0578,0.0
365,2023-11-14,267850,0,1,-0.0106,0.2099,-0.0141,0.1162,15850,3411107,-1,0.0637,16860,0,0.1697,0,0.0637,0,0.0902,0.09
364,2023-11-14,015260,0,1,0.0008,0.2987,0.0008,0.2439,1520,3546831,7,0.0303,1566,0,0.1329,2,0.0079,1,0.0454,0.014655925458604502
363,2023-11-14,011810,0,1,0.0325,0.2998,0.0115,0.2998,12400,11782835,259,-0.0274,12060,12,0.046,33,-0.0556,7,-0.0363,0.0
362,2023-11-14,001250,0,1,0.0065,0.1438,-0.0022,0.1155,2560,18840014,-1,-0.0078,2540,3,0.0098,38,-0.0117,1,-0.002,0.0
361,2023-11-13,451760,0,2,-0.0201,0.2318,-0.0327,0.157,18420,15600869,-1,-0.0391,17700,0,-0.013,0,-0.089,38,-0.0782,0.0
360,2023-11-13,372320,0,2,-0.0553,0.2995,-0.0553,0.2995,28200,3373067,82,0.0638,30000,0,0.094,12,-0.0408,37,-0.016,-0.07501410039481116
359,2023-11-13,372290,0,2,0.0115,0.166,-0.0496,0.145,3000,3450171,-1,-0.0283,2915,0,0.0167,12,-0.0483,4,-0.0083,0.0
358,2023-11-13,330350,0,2,0.0,0.3,0.0,0.2722,11450,14370363,746,-0.0157,11270,1,0.048,30,-0.0349,8,0.0445,0.0
357,2023-11-13,298060,0,2,0.0156,0.2665,-0.0195,0.1381,2925,3185630,-1,-0.0171,2875,5,0.1282,38,-0.0325,2,0.0735,0.0
356,2023-11-13,290120,0,2,-0.0284,0.2997,-0.0284,0.2997,4120,1693131,760,0.0922,4500,0,0.1505,55,0.0085,3,0.068,-0.022157114081669982
355,2023-11-13,229000,0,2,0.1071,0.2964,0.0161,0.2143,6800,12134756,319,-0.0059,6760,3,0.0441,41,-0.0118,20,0.0103,0.0
354,2023-11-13,200230,0,2,0.0,0.223,-0.035,0.1497,1052,10700376,-1,0.0,1052,0,0.0361,0,-0.0466,55,-0.0466,0.0
353,2023-11-13,123840,0,2,0.0158,0.1716,0.0045,0.1287,500,7337767,-1,0.008,504,0,0.04,3,-0.102,58,-0.09,0.0
352,2023-11-13,115180,0,2,0.0312,0.2278,0.0312,0.1259,4695,769162,-1,-0.0085,4655,0,0.0096,4,-0.0831,43,-0.0767,0.0
351,2023-11-13,114450,0,2,-0.0124,0.263,-0.0124,0.1886,2395,3655870,-1,-0.0021,2390,0,0.0271,6,-0.0292,47,-0.0021,0.0
350,2023-11-13,109820,0,2,0.0187,0.1138,-0.0224,0.1119,2980,645810,-1,0.0,2980,2,0.0,0,-0.0654,29,-0.0604,0.0
349,2023-11-13,096610,0,2,0.3,0.3,0.2455,0.3,8580,1187435,4,-0.0058,8530,12,-0.0035,0,-0.0909,7,-0.0385,0.0
348,2023-11-13,069540,0,2,0.0164,0.1066,0.0027,0.1025,4035,4239248,-1,-0.0384,3880,0,0.0099,6,-0.0434,1,-0.0149,0.0
347,2023-11-13,058110,0,2,0.1766,0.2993,0.1394,0.2993,3495,14248556,156,-0.0258,3405,2,0.0715,47,-0.03,0,0.0515,0.0
346,2023-11-13,054180,0,2,-0.0164,0.2546,-0.0164,0.1606,1272,7033385,-1,-0.0086,1261,2,-0.0016,3,-0.0778,51,-0.0425,0.0
345,2023-11-13,033540,0,2,-0.0314,0.2524,-0.045,0.1257,1075,71331652,-1,-0.0009,1074,2,0.0233,57,-0.0288,28,0.0205,0.0
344,2023-11-13,032300,0,2,0.007,0.223,0.007,0.1582,21450,3083642,-1,0.0163,21800,0,0.1865,50,0.0023,8,0.1562,0.15
343,2023-11-10,446540,0,2,0.4562,0.6208,0.15,0.1646,5590,32006618,0,0.0465,5850,0,0.0912,2,-0.0877,26,-0.0322,-0.05
342,2023-11-10,440320,0,2,0.0,0.1896,-0.0113,0.1216,6920,3284109,-1,-0.0246,6750,8,-0.0188,0,-0.0564,43,-0.0405,0.0
341,2023-11-10,340360,0,2,0.0069,0.1327,0.0069,0.1327,2475,2591178,-1,0.0182,2520,1,0.0222,5,-0.0202,1,0.004,-0.013946179532508318
340,2023-11-10,195990,0,2,-0.0077,0.1885,-0.0173,0.1712,609,17421055,-1,-0.0099,603,0,0.0328,17,-0.0279,1,-0.0181,0.0
339,2023-11-10,187660,0,2,0.1479,0.2981,0.1174,0.2981,2765,21298527,174,0.0072,2785,0,0.0289,0,-0.0832,34,-0.0579,0.0
338,2023-11-10,059120,0,2,0.0417,0.2149,0.0154,0.1269,12430,17998714,-1,-0.0056,12360,1,0.0177,43,-0.0177,18,-0.004,0.0
337,2023-11-10,052790,0,2,0.0,0.2991,0.0,0.2991,13290,4618219,647,0.0339,13740,0,0.0459,0,-0.0594,44,-0.0519,-0.05
336,2023-11-10,051980,0,2,0.0545,0.1252,-0.0068,0.1159,1801,854131,-1,-0.005,1792,0,0.0516,28,-0.0366,49,-0.0105,0.0
335,2023-11-10,036090,0,2,0.0217,0.2869,0.0014,0.2449,920,108398676,-1,0.0326,950,5,0.0978,9,0.025,0,0.0424,0.009490606236684185
334,2023-11-10,033540,0,2,-0.0024,0.2987,-0.0024,0.1689,955,38781344,718,-0.0262,930,2,0.0356,34,-0.0461,1,-0.0262,0.0
333,2023-11-10,462520,0,1,0.1509,0.2983,0.1509,0.2983,25550,318434,10,0.1311,28900,0,0.1605,9,0.0528,27,0.1252,-0.005216161258951524
332,2023-11-10,267850,0,1,-0.011,0.2882,-0.011,0.185,15050,4952545,-1,-0.0186,14770,0,-0.008,4,-0.0638,20,-0.0405,0.0
331,2023-11-10,108320,0,1,-0.0126,0.1283,-0.0126,0.1094,88200,757066,-1,-0.0102,87300,1,0.0,15,-0.0238,1,-0.0215,0.0
330,2023-11-10,090370,0,1,-0.0086,0.2995,-0.0157,0.1802,2325,2774690,240,-0.0108,2300,0,0.0022,21,-0.0645,0,-0.0237,0.0
329,2023-11-10,003530,0,1,-0.002,0.1136,-0.002,0.1055,2725,5628645,-1,0.022,2785,14,0.0275,2,-0.0128,28,-0.0073,-0.02866927592954993
328,2023-11-10,000480,0,1,0.0561,0.2997,0.0449,0.2997,8110,1117341,46,0.0999,8920,0,0.1554,1,0.0136,30,0.0271,-0.06618783525775085
327,2023-11-09,432430,0,2,0.0235,0.1097,0.0235,0.1005,8430,539742,-1,0.0237,8630,6,0.032,3,-0.0332,31,-0.0214,-0.05
326,2023-11-09,298060,0,2,-0.0191,0.2362,-0.0213,0.1745,2760,1107243,-1,-0.0217,2700,5,-0.0054,36,-0.0616,58,-0.0543,0.0
325,2023-11-09,274400,0,2,0.0234,0.2534,0.0162,0.1821,13110,3303588,-1,-0.0442,12530,2,0.0053,51,-0.0564,4,-0.0297,0.0
324,2023-11-09,263720,0,2,-0.0049,0.1723,-0.0049,0.1505,23700,719822,-1,-0.0127,23400,4,0.0084,48,-0.0338,1,-0.0042,0.0
323,2023-11-09,250060,0,2,0.0215,0.1602,0.0215,0.1113,5690,10631501,-1,-0.0246,5550,14,-0.0193,1,-0.0492,3,-0.0439,0.0
322,2023-11-09,246960,0,2,0.0,0.2988,-0.0094,0.2786,9500,499983,615,-0.0305,9210,0,0.0484,27,-0.0568,0,-0.0274,0.0
321,2023-11-09,241820,0,2,-0.002,0.1133,-0.0159,0.1133,2800,278466,-1,0.0036,2810,3,0.0143,9,-0.0518,1,-0.0321,0.0
320,2023-11-09,239610,0,2,0.0154,0.2104,0.0061,0.1267,14670,442244,-1,0.0,14670,1,0.0109,0,-0.0423,23,-0.0164,0.0
319,2023-11-09,229000,0,2,0.0,0.2989,-0.0011,0.2989,6040,2415473,141,-0.0795,5560,3,-0.0265,0,-0.1325,14,-0.1043,0.0
318,2023-11-09,200230,0,2,0.0027,0.2992,-0.0013,0.2992,977,11539161,366,0.0,977,0,0.0102,0,-0.0952,6,-0.043,0.0
317,2023-11-09,199800,0,2,0.0305,0.2414,0.0013,0.1665,45900,417823,-1,-0.0196,45000,3,0.0185,9,-0.037,3,0.0087,0.0
316,2023-11-09,187660,0,2,0.0103,0.1782,-0.0022,0.1538,2130,4556149,-1,0.1502,2450,0,0.2676,14,0.1056,2,0.1995,0.09
315,2023-11-09,161570,0,2,0.0028,0.2926,0.0028,0.1577,815,3947347,207,0.0123,825,0,0.0123,0,-0.0785,1,-0.0319,-0.05
314,2023-11-09,137940,0,2,0.0545,0.2378,0.028,0.2378,885,3889342,-1,-0.0621,830,0,-0.0621,0,-0.0621,0,-0.0621,0.0
313,2023-11-09,123420,0,2,0.0268,0.2991,-0.0234,0.2991,11640,2366675,93,0.0026,11670,2,0.1229,36,-0.0258,5,0.0455,0.0
312,2023-11-09,112040,0,2,0.0258,0.2562,0.0146,0.1933,53100,7224194,-1,-0.0075,52700,4,0.0377,51,-0.0471,9,0.0188,0.0
311,2023-11-09,101730,0,2,0.0235,0.2757,-0.0061,0.167,13420,5739536,-1,-0.0089,13300,1,0.0335,34,-0.0648,9,0.0052,0.0
310,2023-11-09,078940,0,2,0.0215,0.2649,-0.0286,0.1647,2440,3200612,-1,-0.0246,2380,0,0.041,16,-0.0553,32,-0.0143,0.0
309,2023-11-09,071460,0,2,0.2991,0.2991,0.1085,0.1085,1134,25752432,4,-0.0882,1034,5,-0.0159,29,-0.0917,2,-0.0353,0.0
308,2023-11-09,063080,0,2,0.0188,0.2989,0.0188,0.218,32400,1235203,650,-0.0247,31600,3,0.0077,31,-0.054,1,-0.0185,0.0
307,2023-11-09,060240,0,2,-0.0113,0.2368,-0.0113,0.1018,1461,4987906,-1,0.0,1461,0,0.0116,0,-0.0602,16,-0.0322,0.0
306,2023-11-09,059120,0,2,0.0,0.2992,-0.0047,0.2992,11030,2701452,547,0.0354,11420,1,0.0879,26,0.0154,17,0.0363,0.0008692292833687443
305,2023-11-09,054180,0,2,-0.0129,0.2347,-0.0297,0.1683,1180,5807874,-1,-0.0254,1150,2,-0.0008,15,-0.0508,0,-0.0102,0.0
304,2023-11-09,052790,0,2,-0.0025,0.2999,-0.0064,0.2999,10230,1494662,212,0.0831,11080,0,0.2131,32,-0.0039,6,0.1349,0.09
303,2023-11-09,043200,0,2,0.181,0.2993,0.1066,0.1241,770,21210583,23,0.0922,841,1,0.1156,0,-0.0091,53,0.039,-0.04870902765061358
302,2023-11-09,042420,0,2,0.0096,0.1655,0.0096,0.1103,23150,181519,-1,-0.0151,22800,1,0.0,57,-0.0497,6,-0.0108,0.0
301,2023-11-09,040160,0,2,0.0,0.1226,-0.0085,0.1121,5260,981831,-1,-0.019,5160,1,0.0266,15,-0.0475,22,-0.038,0.0
300,2023-11-09,035760,0,2,0.0017,0.1367,0.0017,0.1298,65300,541812,-1,-0.0092,64700,4,0.0444,59,-0.0138,1,0.0444,0.0
299,2023-11-09,033790,0,2,0.0008,0.2234,0.0008,0.1342,1386,3996713,-1,-0.0101,1372,0,-0.0094,0,-0.0945,30,-0.0729,0.0
298,2023-11-09,530036,2,1,0.1053,0.1579,0.0526,0.1053,105,54056588,-1,0.0476,110,0,0.0952,0,0.0476,0,0.0476,0.0
297,2023-11-09,378850,0,1,0.0,0.241,-0.0064,0.1641,4540,5788008,-1,0.0474,4755,0,0.0562,0,-0.0584,27,-0.0176,-0.05
296,2023-11-09,259960,0,1,0.0504,0.1229,0.0493,0.1061,190800,944514,-1,-0.0094,189000,1,0.0183,49,-0.0236,2,0.0126,0.0
295,2023-11-09,020120,0,1,0.0,0.2102,0.0,0.1009,4530,1500449,-1,-0.0143,4465,3,0.0088,49,-0.0298,1,0.0044,0.0
294,2023-11-09,013520,0,1,0.0012,0.2975,-0.0031,0.2975,2115,12653695,670,0.13,2390,0,0.1489,11,0.0189,18,0.0709,-0.052300884955752136
