,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
4055,2024-04-29,088130,0,2,0.0596,0.245,0.0265,0.1589,10500,7372835,-1,0.0048,10550,2,0.0152,11,-0.0219,55,-0.0162,0.0
4054,2024-04-29,083930,0,2,0.0632,0.1728,0.0341,0.1467,18520,3531361,-1,0.007,18650,1,0.007,0,-0.0443,39,-0.034,0.0
4053,2024-04-29,078350,0,2,0.0061,0.1475,-0.0143,0.1148,27200,1609894,-1,0.0,27200,3,0.0276,1,-0.0202,42,-0.0147,0.0
4052,2024-04-29,077360,0,2,0.0312,0.162,0.0234,0.1012,7070,2714025,-1,0.0156,7180,1,0.0325,53,0.0085,9,0.0269,0.011126427727451649
4051,2024-04-29,059270,0,2,0.0192,0.141,0.0192,0.1256,8780,630772,-1,0.0091,8860,0,0.0364,2,-0.0319,53,-0.0296,0.0
4050,2024-04-29,040350,0,2,0.0029,0.1316,-0.0529,0.1116,777,4649738,-1,-0.009,770,0,0.0708,51,-0.018,0,0.0553,0.0
4049,2024-04-29,038460,0,2,0.0233,0.1765,0.0122,0.1065,4985,21111989,-1,-0.004,4965,2,0.0391,56,-0.0231,13,0.0231,0.0
4048,2024-04-29,024840,0,2,0.0345,0.1626,0.0123,0.1108,2255,20761262,-1,-0.0133,2225,7,0.0266,41,-0.0333,14,0.0022,0.0
4047,2024-04-29,017510,0,2,0.0184,0.2707,0.0171,0.1406,4340,21733726,-1,-0.0207,4250,2,0.0334,41,-0.03,10,0.0081,0.0
4046,2024-04-29,580047,2,1,0.0,0.115,0.0,0.1094,11815,26059,-1,0.0,11815,0,0.0,0,-0.0106,21,-0.0068,0.0
4045,2024-04-29,530119,2,1,0.0,0.107,0.0,0.107,22040,41830,-1,-0.0109,21800,0,-0.0109,0,-0.0109,0,-0.0109,0.0
4044,2024-04-29,520073,2,1,0.0,0.1136,0.0,0.1136,19255,4052,-1,0.0179,19600,0,0.027,54,0.0179,0,0.027,0.008939974457215616
4043,2024-04-29,465610,1,1,0.0,0.1728,0.0,0.1691,15830,88982,-1,0.0082,15960,0,0.0148,51,0.0082,0,0.0148,0.0
4042,2024-04-29,438320,1,1,0.0204,0.1143,0.0153,0.1041,5410,432744,-1,-0.0065,5375,0,0.0028,36,-0.0074,0,0.0,0.0
4041,2024-04-29,145210,0,1,0.0,0.1404,-0.0143,0.1175,7800,980485,-1,-0.009,7730,1,-0.0077,11,-0.0603,36,-0.0385,0.0
4040,2024-04-29,103590,0,1,0.0302,0.2015,0.0302,0.1738,23300,12538900,-1,-0.0064,23150,17,0.0107,40,-0.0343,15,-0.0129,0.0
4039,2024-04-29,081000,0,1,0.031,0.2917,0.031,0.2529,16150,2711195,709,0.0025,16190,0,0.0198,2,-0.0365,50,-0.0248,0.0
4038,2024-04-29,017040,0,1,0.0183,0.1179,0.0142,0.1057,2720,10257930,-1,-0.011,2690,2,0.0055,41,-0.0276,14,-0.0092,0.0
4037,2024-04-29,012205,0,1,0.022,0.22,0.022,0.1051,4520,48826,-1,-0.0354,4360,0,-0.0354,0,-0.0354,0,-0.0354,0.0
4036,2024-04-29,009470,0,1,0.0106,0.1564,0.0106,0.1247,53200,1000391,-1,0.0094,53700,14,0.0263,1,-0.0113,17,0.0019,0.0
4035,2024-04-29,006345,0,1,0.1833,0.2986,0.1471,0.2986,5740,2477475,184,0.1202,6430,0,0.2997,28,0.108,0,0.2648,0.09
4034,2024-04-29,006340,0,1,0.0888,0.2984,0.0752,0.2984,2850,107766710,526,0.0421,2970,8,0.1737,51,0.007,13,0.1281,0.08252566932156213
4033,2024-04-29,001440,0,1,0.026,0.1447,0.026,0.122,13800,33021073,-1,0.0029,13840,7,0.029,41,-0.0174,10,0.0101,0.0
4032,2024-04-29,000500,0,1,0.0424,0.2772,0.0371,0.2493,47100,4802032,-1,0.0,47100,14,0.0998,38,-0.0318,11,0.0403,0.0
4031,2024-04-26,950220,0,2,0.0,0.2943,-0.0029,0.1793,1651,10462987,539,-0.017,1623,3,0.0236,11,-0.0345,1,-0.0151,0.0
4030,2024-04-26,437730,0,2,0.0,0.1215,0.0,0.1215,36450,531516,-1,-0.0453,34800,3,-0.0384,8,-0.0617,52,-0.0576,0.0
4029,2024-04-26,406820,0,2,0.0153,0.2879,0.0153,0.1732,16870,2840392,-1,0.0018,16900,2,0.1719,43,0.0018,0,0.1328,0.0
4028,2024-04-26,360350,0,2,0.0329,0.2479,0.0265,0.162,18000,3095225,-1,0.0111,18200,0,0.0111,0,-0.0256,25,-0.0156,-0.026406883592127395
4027,2024-04-26,355690,0,2,-0.0079,0.2993,-0.0079,0.2699,12940,2980892,691,0.0201,13200,0,0.0402,1,-0.0209,33,-0.0155,-0.034898539358886316
4026,2024-04-26,340360,0,2,-0.0046,0.1409,-0.0092,0.1201,2425,2137859,-1,-0.0021,2420,5,0.0557,33,-0.0186,0,0.0454,0.0
4025,2024-04-26,284620,0,2,-0.0037,0.2269,-0.0074,0.1255,3050,1130883,-1,-0.0016,3045,0,0.0,0,-0.077,7,-0.0344,0.0
4024,2024-04-26,277070,0,2,0.0,0.2449,0.0,0.1311,7160,10527437,-1,0.0615,7600,0,0.0936,16,0.0321,1,0.0545,-0.006594441827602604
4023,2024-04-26,232140,0,2,0.0467,0.1804,0.0234,0.1271,12060,44548204,-1,0.0406,12550,3,0.1136,50,0.0174,3,0.0763,0.03430713050163381
4022,2024-04-26,140670,0,2,0.0136,0.298,0.0136,0.298,21950,14188496,727,-0.0159,21600,1,0.0296,56,-0.0251,5,0.0228,0.0
4021,2024-04-26,089850,0,2,-0.0022,0.299,-0.0033,0.2824,11580,2640607,736,-0.0069,11500,0,0.0302,6,-0.0199,14,-0.0138,0.0
4020,2024-04-26,033170,0,2,-0.0222,0.1785,-0.0222,0.1034,1793,43294641,-1,-0.0167,1763,3,0.039,26,-0.0173,0,0.024,0.0
4019,2024-04-26,016100,0,2,-0.0036,0.2857,-0.0253,0.1302,3125,2219463,-1,-0.024,3050,3,0.0192,2,-0.0336,20,0.0032,0.0
4018,2024-04-26,014970,0,2,-0.0099,0.2468,-0.0099,0.1368,4030,2361916,-1,-0.0174,3960,0,0.005,4,-0.0459,1,-0.0099,0.0
4017,2024-04-26,700020,2,1,0.0,0.1336,0.0,0.1301,99645,205,-1,0.0,99645,0,0.0,0,-0.0165,35,-0.0165,0.0
4016,2024-04-26,610054,2,1,0.0,0.1448,0.0,0.1282,99020,191,-1,0.0,99020,0,0.0,0,-0.0109,24,-0.0109,0.0
4015,2024-04-26,580046,2,1,0.1403,0.1416,0.1282,0.1288,98600,1717,-1,-0.0089,97725,0,-0.0053,7,-0.0138,38,-0.0138,0.0
4014,2024-04-26,570084,2,1,0.0,0.1503,0.0,0.1425,95355,10814,-1,-0.0138,94040,0,-0.0134,6,-0.0255,51,-0.0249,0.0
4013,2024-04-26,530102,2,1,0.0,0.1449,0.0,0.1376,102945,49048,-1,-0.014,101500,0,-0.0119,2,-0.0232,42,-0.0232,0.0
4012,2024-04-26,510029,2,1,0.1061,0.1461,0.1061,0.137,95090,87,-1,0.0,95090,0,0.0,0,-0.0188,47,-0.0188,0.0
4011,2024-04-26,012690,0,1,0.0062,0.228,0.0031,0.1294,3665,16986958,-1,0.0014,3670,2,0.0082,0,-0.0218,31,-0.0109,0.0
4010,2024-04-25,418550,0,2,0.0487,0.1081,0.0381,0.1081,26150,477805,-1,-0.0268,25450,6,-0.0057,42,-0.0287,0,-0.0096,0.0
4009,2024-04-25,406820,0,2,-0.056,0.2312,-0.056,0.1504,14380,1139442,-1,-0.0021,14350,2,0.1982,20,-0.0021,0,0.1822,0.0
4008,2024-04-25,389260,0,2,0.0578,0.1657,0.0254,0.113,17530,3995803,-1,-0.0154,17260,4,0.0451,38,-0.016,0,-0.0125,0.0
4007,2024-04-25,388790,0,2,0.095,0.2982,0.095,0.2982,2460,15829442,24,0.061,2610,0,0.1138,15,0.0183,28,0.0386,-0.021112158341187515
4006,2024-04-25,371950,0,2,0.0091,0.2662,-0.0065,0.1364,8750,10640991,-1,-0.024,8540,1,-0.024,0,-0.024,0,-0.024,0.0
4005,2024-04-25,365590,0,2,0.005,0.1696,0.0041,0.1572,1399,2643272,-1,0.01,1413,0,0.0136,0,-0.05,35,-0.0422,-0.05
4004,2024-04-25,317330,0,2,0.0362,0.1139,0.0094,0.1019,41100,762946,-1,-0.0122,40600,5,-0.0061,5,-0.0304,11,-0.0268,0.0
4003,2024-04-25,300080,0,2,0.076,0.1597,0.0399,0.1274,29650,411079,-1,0.0067,29850,8,0.0084,0,-0.0118,17,0.0017,0.0
4002,2024-04-25,277070,0,2,-0.0021,0.2998,-0.0021,0.2998,6330,3661287,637,0.0695,6770,0,0.1754,44,0.019,6,0.1264,0.09
4001,2024-04-25,273060,0,2,0.0131,0.2908,0.0033,0.2908,1580,37645239,760,-0.0196,1549,1,0.0101,2,-0.0247,57,-0.0032,0.0
4000,2024-04-25,237820,0,2,0.0078,0.1755,0.0016,0.1413,7350,6077270,-1,0.0952,8050,5,0.1197,17,0.0408,52,0.0449,-0.04592768444119799
3999,2024-04-25,220100,0,2,0.0587,0.1877,0.0276,0.161,13050,4495644,-1,0.013,13220,2,0.0345,7,-0.0054,24,0.0207,0.007601184600197541
3998,2024-04-25,160980,0,2,0.0198,0.1708,0.0138,0.1488,20850,896669,-1,-0.0216,20400,4,-0.0144,3,-0.0412,6,-0.024,0.0
3997,2024-04-25,131290,0,2,0.0204,0.2361,0.0204,0.1933,64200,649619,-1,0.0405,66800,5,0.095,3,0.0249,1,0.0717,0.029985583853916475
3996,2024-04-25,099320,0,2,0.0133,0.2207,0.0109,0.1894,49300,2075622,-1,-0.0071,48950,2,0.0061,15,-0.0152,46,-0.0061,0.0
3995,2024-04-25,087260,0,2,0.1055,0.2188,0.1055,0.1309,2895,32705749,-1,-0.0104,2865,2,0.0173,15,-0.0155,5,0.0017,0.0
3994,2024-04-25,082660,0,2,-0.0028,0.1515,-0.0028,0.1322,411,7585119,-1,0.0389,427,0,0.0389,0,-0.0389,13,0.0268,-0.05
3993,2024-04-25,064800,0,2,0.0083,0.2199,0.0083,0.1535,2780,10389642,-1,0.0252,2850,0,0.0342,0,-0.0036,7,0.0018,-0.022824814670308058
3992,2024-04-25,052020,0,2,0.0044,0.1665,-0.0187,0.1621,5270,515599,-1,0.0038,5290,2,0.0512,22,-0.0171,2,0.0076,0.0
3991,2024-04-25,039980,0,2,0.0214,0.2653,0.0159,0.209,1978,55171333,-1,-0.0217,1935,3,-0.0056,1,-0.0329,59,-0.0324,0.0
3990,2024-04-25,033100,0,2,0.0328,0.195,-0.0058,0.1873,61500,5330277,-1,-0.0228,60100,8,0.0309,19,-0.0325,7,0.0146,0.0
3989,2024-04-25,031980,0,2,0.058,0.1906,0.058,0.1059,49600,1337713,-1,-0.0262,48300,13,0.006,47,-0.0423,1,-0.003,0.0
3988,2024-04-25,457480,1,1,0.0886,0.1518,0.0886,0.1196,9220,1633385,-1,-0.0022,9200,0,-0.0022,0,-0.0157,19,-0.0152,0.0
3987,2024-04-25,456040,0,1,0.0,0.1598,-0.0142,0.1018,93100,245222,-1,0.0097,94000,0,0.0655,56,-0.0107,3,0.0569,0.0
3986,2024-04-25,33637L,0,1,0.0204,0.2216,0.0204,0.1079,7600,1206579,-1,-0.0171,7470,0,-0.0079,22,-0.0408,10,-0.0289,0.0
3985,2024-04-25,011070,0,1,0.0096,0.1218,0.0096,0.1165,209000,513499,-1,-0.0096,207000,5,0.0144,58,-0.0191,0,0.0144,0.0
3984,2024-04-24,900340,0,2,0.0263,0.2284,0.0244,0.1084,1728,28897239,-1,-0.0127,1706,3,0.0197,56,-0.033,10,0.0017,0.0
3983,2024-04-24,452430,0,2,0.0389,0.2705,0.0348,0.1885,29000,5320879,-1,-0.0069,28800,1,0.0172,39,-0.0121,32,0.0052,0.0
3982,2024-04-24,424980,0,2,0.0172,0.2997,-0.0055,0.2509,18200,7040534,46,0.0198,18560,1,0.1209,57,0.0027,5,0.1209,0.09913708570307911
3981,2024-04-24,313760,0,2,-0.01,0.2429,-0.01,0.1986,8390,230414,-1,0.0,8390,0,0.0,0,-0.1406,16,-0.0977,0.0
3980,2024-04-24,282720,0,2,0.1147,0.2171,0.0893,0.1663,15150,8841869,-1,0.0409,15770,6,0.0561,6,0.0106,58,0.0145,-0.02536266692285516
3979,2024-04-24,260970,0,2,-0.0016,0.226,-0.0064,0.1619,36250,394266,-1,0.0303,37350,4,0.0455,5,0.0028,20,0.0152,-0.014655925458604169
3978,2024-04-24,220100,0,2,0.0312,0.1452,0.0212,0.1331,11240,1447120,-1,0.0676,12000,2,0.1246,13,0.0267,2,0.089,0.02004496065942285
3977,2024-04-24,179900,0,2,0.005,0.104,-0.0083,0.1023,33400,182014,-1,0.024,34200,4,0.0778,3,0.024,0,0.0719,0.04677734375000009
3976,2024-04-24,142760,0,2,-0.0015,0.1448,-0.0119,0.1358,3805,1186163,-1,-0.0066,3780,1,0.042,48,-0.0407,1,0.021,0.0
3975,2024-04-24,128660,0,2,0.1386,0.2812,0.1141,0.1535,4245,24162193,-1,-0.0236,4145,0,0.0283,18,-0.0259,0,-0.0059,0.0
3974,2024-04-24,123420,0,2,0.1645,0.3,0.0968,0.1183,10400,1812857,7,-0.0135,10260,3,0.0038,36,-0.0481,1,-0.0019,0.0
3973,2024-04-24,115530,0,2,0.0117,0.2229,0.0029,0.1202,382,10272990,-1,0.2016,459,0,0.2644,25,0.1335,0,0.1702,-0.02613182423435423
3972,2024-04-24,110020,0,2,0.0226,0.1341,0.0113,0.1292,6990,192926,-1,-0.0029,6970,1,0.01,7,-0.0258,26,-0.0057,0.0
3971,2024-04-24,099220,0,2,0.1392,0.2827,0.053,0.2693,1796,80750353,-1,0.064,1911,3,0.1192,18,0.0329,1,0.0685,0.004229323308270638
3970,2024-04-24,079000,0,2,0.0087,0.1496,0.0087,0.1496,6610,362333,-1,0.0015,6620,0,0.0439,32,-0.0287,59,-0.0287,0.0
3969,2024-04-24,064090,0,2,0.0,0.1286,-0.0018,0.1071,3100,83541,-1,-0.0016,3095,0,-0.0016,0,-0.029,29,-0.0258,0.0
3968,2024-04-24,044490,0,2,0.0116,0.1398,0.0116,0.1082,21000,860407,-1,0.0476,22000,2,0.05,0,0.0048,19,0.0167,-0.02949599083619714
3967,2024-04-24,043590,0,2,-0.0066,0.2809,-0.0066,0.1734,1245,2221745,-1,-0.0217,1218,1,-0.0209,0,-0.0514,10,-0.0474,0.0
3966,2024-04-24,040350,0,2,-0.0016,0.1674,-0.0125,0.1268,720,11290822,-1,-0.0042,717,0,0.0944,6,-0.0069,0,0.0611,0.0
3965,2024-04-24,030520,0,2,0.0451,0.1332,0.0226,0.1196,24800,9479031,-1,0.0302,25550,1,0.0383,1,-0.006,57,0.004,-0.025431954960201897
3964,2024-04-24,009470,0,1,0.0105,0.1711,-0.0197,0.1513,43750,1000476,-1,-0.0069,43450,13,0.168,29,-0.0103,0,0.0891,0.0
3963,2024-04-24,001527,0,1,0.2599,0.2985,0.1123,0.1289,10250,54792,60,0.0439,10700,0,0.0439,0,0.0439,0,0.0439,0.0
3962,2024-04-24,000400,0,1,0.0061,0.1899,0.0,0.1792,3850,34262826,-1,-0.0104,3810,6,0.0286,10,-0.0195,2,-0.0052,0.0
3961,2024-04-23,452280,0,2,0.0217,0.1993,0.0036,0.1033,6090,1075816,-1,0.0016,6100,0,0.0066,2,-0.0148,26,-0.0049,0.0
3960,2024-04-23,445680,0,2,0.0571,0.3,0.0408,0.3,63700,3145030,171,0.0078,64200,0,0.0204,30,-0.0424,41,-0.0251,0.0
3959,2024-04-23,443670,0,2,0.0242,0.1816,0.0,0.1574,23900,11995664,-1,0.0523,25150,2,0.0879,7,0.0126,22,0.0377,-0.01387437042668438
3958,2024-04-23,393210,0,2,0.0359,0.2126,0.0158,0.102,7670,8079283,-1,-0.0091,7600,0,0.0248,5,-0.0235,39,-0.0091,0.0
3957,2024-04-23,363260,0,2,0.0278,0.2593,-0.0426,0.2593,680,78366716,-1,0.0941,744,1,0.1809,3,0.0471,1,0.1132,0.01745727081619597
3956,2024-04-23,294090,0,2,0.0,0.1673,-0.0158,0.1357,4310,1223990,-1,0.0012,4315,2,0.0209,10,-0.0348,0,-0.0209,0.0
3955,2024-04-23,264660,0,2,-0.0114,0.2823,-0.0306,0.2516,17560,9450207,-1,-0.0063,17450,1,0.0308,26,-0.0216,18,0.0023,0.0
3954,2024-04-23,235980,0,2,0.0119,0.1498,0.0119,0.1238,10350,1091686,-1,-0.0087,10260,3,0.0087,53,-0.0193,3,0.0077,0.0
3953,2024-04-23,123410,0,2,0.0044,0.1508,0.0044,0.1142,7610,12931684,-1,-0.0158,7490,2,-0.0118,1,-0.0434,21,-0.025,0.0
3952,2024-04-23,086820,0,2,0.024,0.1389,0.0112,0.1364,22250,405930,-1,-0.009,22050,0,0.0022,52,-0.0449,19,0.0,0.0
3951,2024-04-23,082660,0,2,0.0,0.1186,-0.0028,0.1017,390,5067847,-1,0.0256,400,0,0.0333,0,-0.0231,10,-0.0026,-0.027496099843993815
3950,2024-04-23,067080,0,2,0.0184,0.193,0.0155,0.1203,11550,5050283,-1,0.0,11550,0,0.0165,47,-0.0147,5,0.0035,0.0
3949,2024-04-23,064800,0,2,0.0071,0.1568,-0.019,0.1378,2395,2335126,-1,0.0146,2430,0,0.1357,45,0.0146,0,0.1044,0.0885077863197321
3948,2024-04-23,058450,0,2,0.0117,0.1591,0.0117,0.124,4805,589981,-1,-0.0094,4760,0,0.0406,53,-0.0156,0,0.0364,0.0
3947,2024-04-23,040350,0,2,0.0,0.1265,-0.051,0.123,639,7749763,-1,0.0094,645,0,0.025,8,-0.025,2,0.0,0.0
3946,2024-04-23,092200,0,1,0.0155,0.2186,0.0155,0.1954,6180,9121353,-1,-0.0113,6110,2,-0.0049,0,-0.0388,14,-0.0324,0.0
3945,2024-04-23,013360,0,1,0.0523,0.2993,0.0523,0.2218,1449,11666861,142,-0.0248,1413,0,0.0497,12,-0.0269,1,0.0145,0.0
3944,2024-04-23,002410,0,1,0.0072,0.2695,-0.0051,0.1669,1615,2907657,-1,-0.0217,1580,0,-0.0142,6,-0.0464,3,-0.0353,0.0
3943,2024-04-22,430690,0,2,0.0137,0.2071,-0.0381,0.1017,17660,5025986,-1,0.0079,17800,2,0.0742,57,-0.0091,6,0.0719,0.0
3942,2024-04-22,420570,0,2,0.0103,0.2796,0.0059,0.2024,16340,3866918,-1,0.0459,17090,1,0.1983,16,0.0441,0,0.1022,0.05382923797686212
3941,2024-04-22,359090,0,2,-0.0012,0.2861,-0.0355,0.2108,2010,77894450,-1,0.1368,2285,0,0.1915,15,0.0796,45,0.1045,-0.028413089373680478
3940,2024-04-22,323230,0,2,0.0298,0.1419,0.0035,0.1103,634,2602825,-1,-0.0284,616,0,0.0363,3,-0.03,0,0.0079,0.0
3939,2024-04-22,262840,0,2,0.0567,0.297,-0.0104,0.1358,3805,8984889,653,-0.025,3710,0,-0.0184,0,-0.0565,57,-0.0526,0.0
3938,2024-04-22,205100,0,2,-0.0129,0.2134,-0.0216,0.125,2610,35252458,-1,-0.0307,2530,5,0.0096,38,-0.0345,0,-0.0019,0.0
3937,2024-04-22,203400,0,2,0.038,0.1353,0.0231,0.1172,6770,799863,-1,0.0044,6800,1,0.0074,2,-0.0325,33,-0.0236,0.0
3936,2024-04-22,086820,0,2,-0.0135,0.12,-0.0141,0.1031,19580,298209,-1,0.0215,20000,0,0.1134,34,0.002,9,0.0623,0.03994126284875188
3935,2024-04-22,065450,0,2,0.001,0.215,0.001,0.1095,5470,33026297,-1,-0.0384,5260,1,-0.0311,1,-0.0731,3,-0.0548,0.0
3934,2024-04-22,040350,0,2,-0.0019,0.1284,-0.0233,0.107,569,2071309,-1,-0.007,565,0,0.0914,28,-0.0668,34,-0.0334,0.0
3933,2024-04-22,032980,0,2,0.0037,0.1019,0.0037,0.1019,887,616543,-1,0.0,887,0,0.0034,38,-0.0586,1,-0.0158,0.0
3932,2024-04-22,024060,0,2,-0.007,0.2833,-0.0218,0.2016,17050,24653195,-1,-0.105,15260,12,-0.0968,0,-0.1408,42,-0.1114,0.0
3931,2024-04-22,000440,0,2,-0.0111,0.26,-0.0133,0.1333,25500,3199392,-1,-0.0824,23400,10,-0.0627,0,-0.1255,20,-0.1059,0.0
3930,2024-04-22,117580,0,1,-0.0057,0.2409,-0.0057,0.1182,9840,11423841,-1,-0.065,9200,8,-0.0528,29,-0.0732,1,-0.0559,0.0
3929,2024-04-22,025820,0,1,0.0914,0.2126,0.0714,0.1279,6790,47647183,-1,-0.0147,6690,8,0.028,7,-0.0265,49,-0.0103,0.0
3928,2024-04-22,004090,0,1,-0.0035,0.2972,-0.0192,0.2188,21000,23531463,318,-0.149,17870,0,-0.149,0,-0.149,0,-0.149,0.0
3927,2024-04-19,445090,0,2,0.0292,0.1166,0.0137,0.1166,65100,1510893,-1,-0.0538,61600,12,-0.0415,0,-0.0906,59,-0.0906,0.0
3926,2024-04-19,425420,0,2,0.0,0.152,0.0,0.152,39400,288582,-1,-0.0203,38600,8,-0.0076,2,-0.0482,34,-0.0279,0.0
3925,2024-04-19,402490,0,2,0.0114,0.1977,0.0057,0.1635,30600,4108068,-1,-0.0278,29750,1,0.0131,11,-0.031,1,-0.0016,0.0
3924,2024-04-19,393210,0,2,0.0099,0.1488,0.0099,0.1174,6760,2138773,-1,0.0148,6860,0,0.0607,59,-0.034,9,0.0592,0.04375246353961382
3923,2024-04-19,323230,0,2,0.0121,0.1677,0.0101,0.1535,571,1485779,-1,0.0298,588,0,0.1191,14,0.0018,0,0.0998,0.0679743639541659
3922,2024-04-19,315640,0,2,-0.0085,0.1451,-0.0127,0.1056,7850,427741,-1,0.0,7850,4,0.0,0,-0.0318,21,-0.0229,0.0
3921,2024-04-19,307870,0,2,0.025,0.1774,0.025,0.161,1767,2378311,-1,0.0006,1768,0,0.0413,7,-0.0198,1,0.0209,0.0
3920,2024-04-19,284620,0,2,0.0163,0.1776,0.0122,0.151,2820,489860,-1,0.0,2820,0,0.0,0,-0.055,57,-0.0443,0.0
3919,2024-04-19,276730,0,2,0.0647,0.2304,0.0622,0.1318,1400,6246177,-1,0.0286,1440,4,0.0343,1,-0.0357,52,-0.0264,-0.05
3918,2024-04-19,261780,0,2,0.0011,0.2492,0.0011,0.103,4980,9520590,-1,0.002,4990,3,0.012,9,-0.0251,20,-0.008,0.0
3917,2024-04-19,253590,0,2,-0.0064,0.1346,-0.022,0.1163,12190,3816272,-1,-0.0279,11850,2,-0.018,1,-0.0468,24,-0.0459,0.0
3916,2024-04-19,232140,0,2,-0.022,0.2995,-0.0234,0.2995,9460,48746036,604,0.0328,9770,0,0.0518,0,-0.0338,59,-0.0338,-0.05
3915,2024-04-19,220100,0,2,-0.0011,0.1366,-0.0011,0.1217,9770,313216,-1,-0.0246,9530,2,-0.0082,2,-0.0246,0,-0.0184,0.0
3914,2024-04-19,217730,0,2,0.0281,0.1558,0.0,0.1472,2650,2552396,-1,0.0547,2795,1,0.0792,1,-0.0264,38,-0.0189,-0.06978287664738791
3913,2024-04-19,199820,0,2,0.0171,0.2996,0.0114,0.2996,15920,10380291,559,-0.0182,15630,0,0.0289,12,-0.0314,18,-0.0201,0.0
3912,2024-04-19,162300,0,2,0.1384,0.239,0.0833,0.1006,3500,18049816,-1,0.0057,3520,2,0.0386,33,-0.0071,22,0.0071,0.0
3911,2024-04-19,087010,0,2,0.0,0.2415,0.0,0.2099,26800,1620816,-1,-0.0093,26550,17,-0.0093,0,-0.0392,31,-0.0149,0.0
3910,2024-04-19,058450,0,2,-0.0059,0.1308,-0.0059,0.1058,4650,333706,-1,-0.0247,4535,0,0.0161,3,-0.0247,0,-0.0108,0.0
3909,2024-04-19,053030,0,2,0.0064,0.1871,0.0032,0.1743,14690,2605635,-1,-0.0245,14330,8,-0.0041,3,-0.0504,39,-0.0422,0.0
3908,2024-04-19,042500,0,2,0.0149,0.2172,0.005,0.1609,7000,2258578,-1,0.0014,7010,1,0.0157,48,-0.0271,27,0.0014,0.0
3907,2024-04-19,039440,0,2,-0.0041,0.1683,-0.0166,0.1586,42000,3989730,-1,-0.0202,41150,28,-0.019,0,-0.1012,58,-0.0976,0.0
3906,2024-04-19,036620,0,2,0.0506,0.131,0.0387,0.1176,3755,7401310,-1,-0.0093,3720,0,-0.0013,3,-0.0333,29,-0.0306,0.0
3905,2024-04-19,033100,0,2,0.0128,0.1242,-0.0075,0.1028,51500,2197195,-1,-0.0078,51100,6,0.0058,1,-0.0563,27,-0.032,0.0
3904,2024-04-19,032790,0,2,-0.0401,0.2988,-0.0401,0.2434,2355,14297416,545,-0.0212,2305,0,-0.017,0,-0.0913,8,-0.0786,0.0
3903,2024-04-19,031980,0,2,-0.0095,0.1308,-0.0211,0.1055,52400,1180738,-1,-0.0248,51100,11,-0.0115,2,-0.0611,50,-0.0553,0.0
3902,2024-04-19,017510,0,2,0.0276,0.2791,0.0218,0.1991,4125,16692981,-1,-0.0303,4000,1,-0.0303,0,-0.0303,0,-0.0303,0.0
3901,2024-04-19,267260,0,1,0.0258,0.1221,0.0164,0.1221,239000,1129699,-1,0.023,244500,4,0.046,3,-0.0335,27,-0.0021,-0.05
3900,2024-04-19,084695,0,1,0.0,0.1871,0.0,0.1534,18800,81447,-1,0.0612,19950,0,0.0612,0,0.0612,0,0.0612,0.0
3899,2024-04-19,071090,0,1,0.0,0.2995,0.0,0.1807,3430,16635428,12,-0.0102,3395,2,0.1006,34,-0.0102,0,0.0394,0.0
3898,2024-04-19,058430,0,1,0.0538,0.2885,0.0428,0.1076,45300,823933,-1,0.0055,45550,2,0.1611,14,0.0055,0,0.0861,0.0
3897,2024-04-19,042660,0,1,0.0345,0.1741,0.0241,0.1483,33300,7110542,-1,-0.0015,33250,15,0.0135,7,-0.0345,58,-0.0315,0.0
3896,2024-04-19,006260,0,1,0.022,0.1488,0.0123,0.1488,130500,898650,-1,-0.0107,129100,6,-0.0008,1,-0.0529,32,-0.0284,0.0
3895,2024-04-19,003160,0,1,-0.0188,0.2494,-0.0336,0.2,24300,11474956,-1,-0.0453,23200,8,-0.0329,1,-0.1049,20,-0.0905,0.0
3894,2024-04-18,900300,0,2,0.2892,0.2892,0.1928,0.2892,107,76045428,-1,0.2243,131,9,0.2897,1,0.0841,41,0.1121,0.0
3893,2024-04-18,900110,0,2,0.044,0.1538,0.011,0.1538,105,34536640,-1,0.0,105,0,0.0,0,-0.0667,27,-0.0476,0.0
3892,2024-04-18,461030,0,2,-0.0092,0.2977,-0.0148,0.2977,21100,6048734,728,-0.0355,20350,0,0.045,53,-0.0602,23,0.0142,0.0
3891,2024-04-18,440110,0,2,0.0186,0.1747,0.0137,0.1364,20750,4014335,-1,-0.012,20500,9,0.012,15,-0.0395,2,-0.0048,0.0
3890,2024-04-18,420570,0,2,0.0177,0.2753,0.0135,0.213,14410,1301503,-1,-0.0285,14000,0,-0.0056,52,-0.0583,28,-0.0298,0.0
3889,2024-04-18,363260,0,2,0.3,0.3,0.2795,0.3,572,14060723,4,-0.0874,522,1,0.0035,22,-0.1101,36,-0.0769,0.0
3888,2024-04-18,359090,0,2,0.0076,0.2861,0.0034,0.2091,1758,52229089,-1,0.0154,1785,0,0.0353,2,-0.0324,17,-0.0142,-0.02915107346858392
3887,2024-04-18,307870,0,2,0.0008,0.1733,0.0008,0.1618,1522,1292249,-1,0.0131,1542,0,0.1097,3,0.0131,0,0.0946,0.080446155364722
