,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,volTDbf,gcut,lcut,iBID,iASK,tBID,tASK,prcBID,prcASK,profit,hname
2572,2025-01-17,403870,0.023,0.024,-0.0,0.005,0,114,447897,232412,170204,3675,4586,28750,-0.002,0.082,-0.005,1031497,0.087,0.08,484,760,130230,153000,31150,31850,0.02247,HPSP
2571,2025-01-17,294630,0.012,0.028,0.003,0.026,668,3,169822,69097,97958,346,490,3495,0.019,0.104,0.014,1209535,0.089,0.08,103,760,95200,153000,3865,3680,-0.04787,서남
2570,2025-01-17,161580,0.077,0.099,0.023,0.029,9,753,2782632,1496634,1088359,17547,17215,26600,-0.004,0.09,-0.017,2074594,0.109,0.08,131,272,100600,111630,29050,32250,0.11015,필옵틱스
2569,2025-01-17,106240,0.009,0.096,-0.077,-0.042,42,8,11244605,6138856,4669213,19621,19533,1783,0.002,0.102,0.001,2114636,0.1,0.08,251,487,110600,130400,1967,2165,0.10066,파인테크닉스
2568,2025-01-17,033500,-0.016,-0.007,-0.051,-0.03,5,459,1540551,990335,521400,10182,5451,16510,-0.012,0.076,-0.018,1090542,0.096,0.08,199,760,104000,153000,17800,18430,0.03539,동성화인텍
2567,2025-01-16,443250,0.011,0.237,-0.027,0.116,574,58,3452262,1628496,1436692,21654,23178,13450,-0.046,0.108,-0.083,1946953,0.163,0.08,90,254,94530,110730,14920,13720,-0.08043,레뷰코퍼레이션
2566,2025-01-16,434480,0.0,0.026,-0.007,0.006,448,56,242032,122353,91140,761,948,4145,0.023,0.115,0.018,1164851,0.095,0.08,120,593,100030,135700,4625,5070,0.09622,모니터랩
2565,2025-01-16,430690,0.014,0.049,-0.027,-0.012,152,101,444846,262006,166733,1564,1747,5090,0.029,0.183,0.016,3146215,0.087,0.08,122,417,100130,122900,6040,5560,-0.07947,한싹
2564,2025-01-16,199480,0.01,0.271,-0.037,0.222,748,695,3455125,1448880,1542893,8652,9644,7040,-0.064,0.016,-0.075,1713355,0.098,0.08,130,760,100530,153000,7170,6760,-0.05718,뱅크웨어글로벌
2563,2025-01-16,113810,0.02,0.095,-0.2,-0.196,1,759,5109794,3137163,1736998,5204,4731,1463,-0.005,0.049,-0.04,1182566,0.093,0.08,140,420,101030,123030,1538,1415,-0.07997,디젠스
2562,2025-01-16,038880,0.009,0.205,0.0,0.051,41,1,23239266,12635568,10187146,11105,17612,246,-0.004,0.077,-0.024,4724612,0.104,0.08,111,760,95600,153000,266,258,-0.03008,아이에이
2561,2025-01-16,450140,0.007,0.298,-0.031,0.298,738,681,5277258,2460784,2284172,5387,5131,2960,-0.024,0.193,-0.051,11040126,0.08,0.08,129,686,100500,144330,3535,3250,-0.08062,코오롱모빌리티그룹
2560,2025-01-16,012170,-0.083,-0.025,-0.155,-0.025,742,122,17568272,7802173,8612771,4567,14421,271,0.007,0.185,-0.037,5742693,0.086,0.08,98,600,94930,140030,322,296,-0.08075,아센디오
2559,2025-01-16,005320,-0.006,0.039,-0.029,0.037,759,246,323776,155886,127830,218,290,508,-0.01,0.087,-0.022,1027291,0.111,0.08,392,760,121630,153000,554,537,-0.03069,온타이드
2558,2025-01-15,293580,-0.011,0.036,-0.04,0.031,758,58,1467238,704639,676684,1065,1857,1285,0.035,0.054,-0.028,1100646,0.085,0.08,211,665,104600,143300,1357,1248,-0.08032,나우IB
2557,2025-01-15,123010,-0.07,0.019,-0.104,-0.039,520,118,3459819,1711472,1611509,2374,3810,1046,0.08,0.12,0.015,3049096,0.104,0.08,414,632,122730,141630,1174,1297,0.10477,아이윈플러스
2556,2025-01-15,119850,0.012,0.088,0.012,0.031,148,0,839892,357250,471078,2465,3393,8580,0.015,0.16,0.009,1581310,0.11,0.08,92,760,94630,153000,9970,9760,-0.02106,지엔씨에너지
2555,2025-01-15,106240,0.011,0.099,-0.085,0.008,160,11,3265309,1785248,1414249,5791,7407,1432,-0.016,0.192,-0.029,2901952,0.08,0.08,143,582,101200,135130,1710,1849,0.08129,파인테크닉스
2554,2025-01-15,086960,-0.005,0.003,-0.025,-0.025,300,760,2274684,11813,3309,7,14,1342,0.013,0.124,0.011,17532450,0.111,0.08,101,760,95100,153000,1511,1430,-0.05361,MDS테크
2553,2025-01-15,067310,0.009,0.022,-0.017,0.007,0,224,531645,301194,203811,2333,2269,10630,0.014,0.096,0.012,1416185,0.083,0.08,218,760,104930,153000,11670,11460,-0.01799,하나마이크론
2552,2025-01-15,065500,-0.018,-0.0,-0.074,-0.026,4,137,3646397,2146564,1321783,5658,7906,6430,0.053,0.076,-0.05,3067148,0.133,0.08,210,230,104530,105530,6940,6380,-0.08069,오리엔트정공
2551,2025-01-15,062970,-0.294,-0.193,-0.3,-0.3,43,210,23135163,10638034,9000279,26521,37415,4460,0.074,0.2,0.054,15308805,0.071,0.071,391,622,121600,141130,5370,5760,0.07263,한국첨단소재
2550,2025-01-15,056360,-0.05,-0.02,-0.061,-0.043,7,34,506927,258557,180663,1547,1608,5800,0.06,0.159,0.04,1717071,0.11,0.08,111,760,95600,153000,6740,6650,-0.01335,코위버
2549,2025-01-15,052220,0.001,0.268,-0.009,0.251,730,153,25605205,13055040,11592510,49125,54440,4280,-0.025,0.109,-0.026,10236132,0.138,0.08,201,399,104100,122000,4750,4365,-0.08105,iMBC
2548,2025-01-15,007720,-0.013,0.007,-0.059,-0.041,5,658,1686251,1051957,615384,1501,660,1041,0.036,0.139,0.03,3945425,0.106,0.08,202,760,104130,153000,1188,1132,-0.04714,대명소노시즌
2547,2025-01-15,025750,-0.03,-0.028,-0.078,-0.057,0,25,2721714,1489413,1145493,2088,2655,849,0.011,0.08,-0.011,1590223,0.092,0.08,748,760,151430,153000,919,928,0.00979,한솔홈데코
2546,2025-01-15,012170,-0.235,-0.205,-0.298,-0.298,6,50,8364911,4738435,3017380,1771,3683,278,-0.083,-0.065,-0.151,6790697,0.102,0.08,216,760,104830,153000,261,271,0.03831,아센디오
2545,2025-01-15,010140,0.005,0.038,0.005,0.013,95,0,8199543,3646481,4250582,15382,21040,11850,0.006,0.094,0.001,12570530,0.094,0.08,228,760,105430,153000,12990,13000,0.00077,삼성중공업
2544,2025-01-14,460930,0.012,0.012,-0.047,-0.047,0,760,2785962,1671396,851893,14243,12338,16960,-0.001,0.176,-0.006,8290138,0.095,0.08,90,584,94530,135230,19980,18380,-0.08008,현대힘스
2543,2025-01-14,363260,-0.016,-0.004,-0.049,-0.048,22,684,1381868,976185,321602,2106,1437,1810,0.003,0.08,-0.006,2589513,0.086,0.08,90,116,94530,95830,1958,2130,0.08784,모비데이즈
2542,2025-01-14,352090,-0.0,0.069,-0.006,0.059,689,192,189258,57060,75355,308,650,3300,-0.003,0.124,-0.009,1037421,0.135,0.08,90,257,94530,110900,3715,3415,-0.08075,스톰테크
2541,2025-01-14,351870,-0.009,0.058,-0.019,0.02,97,532,348001,181693,156573,4361,7064,11550,0.016,0.109,0.002,1113238,0.107,0.08,134,174,100730,102730,12830,14220,0.10834,차이커뮤니케이션
2540,2025-01-14,187660,-0.022,0.14,-0.024,0.0,196,0,21739630,11553235,9312117,45153,54024,2960,0.054,0.118,0.024,4560693,0.092,0.08,181,458,103100,124930,3315,3045,-0.08145,현대ADM
2539,2025-01-14,068100,0.012,0.299,0.012,0.131,20,0,9197328,5845458,3147358,23938,22823,3840,0.019,0.069,-0.055,1005164,0.131,0.08,305,405,113300,122300,4110,3780,-0.08029,케이웨더
2538,2025-01-14,017510,0.077,0.3,0.029,0.3,381,48,10728576,5205187,5085522,28406,32264,6760,0.035,0.04,-0.038,2981067,0.082,0.08,126,533,100330,132700,7050,6490,-0.07943,세명전기
2537,2025-01-13,475400,-0.004,0.063,-0.025,0.027,338,49,1595453,791450,751683,10335,10979,25100,0.004,0.1,0.002,1861346,0.097,0.08,90,760,94530,153000,27650,26400,-0.04521,씨메스
2536,2025-01-13,457550,0.117,0.171,0.056,0.099,104,44,1579290,838464,676842,10591,10827,16700,0.026,0.18,0.024,1502476,0.092,0.08,116,760,95830,153000,19730,19600,-0.00659,우진엔텍
2535,2025-01-13,126640,-0.012,0.05,-0.032,0.015,375,65,944145,441288,481246,1212,1381,1491,0.002,0.097,0.002,1334655,0.094,0.08,97,760,94900,153000,1638,1615,-0.01404,화신정공
2534,2025-01-13,038530,0.065,0.115,-0.08,-0.071,1,161,23565402,13696859,9183812,6917,10571,300,0.017,0.117,0.007,6567035,0.109,0.08,249,760,110500,153000,336,331,-0.01488,케이바이오
2533,2025-01-13,017510,0.003,0.086,-0.012,0.056,723,194,1432392,621461,596720,3535,3832,5200,0.077,0.161,0.029,2981585,0.107,0.08,94,380,94730,121030,6060,6720,0.10891,세명전기
2532,2025-01-13,074610,0.001,0.017,-0.015,-0.005,33,296,191134,101448,82623,270,479,1097,0.012,0.171,0.012,1716480,0.1,0.08,102,163,95130,102200,1286,1183,-0.08009,이엔플러스
2531,2025-01-13,014160,0.0,0.132,-0.028,0.035,383,71,17831210,9930199,7389451,14681,15662,1178,0.04,0.132,0.019,8101755,0.111,0.08,90,203,94530,104200,1335,1484,0.11161,대영포장
2530,2025-01-10,466100,-0.017,0.085,-0.056,0.059,637,61,14288563,6874090,6963701,48001,55196,11190,-0.013,0.072,-0.014,6829804,0.088,0.08,91,760,94600,153000,12020,11410,-0.05075,클로봇
2529,2025-01-10,437730,-0.001,0.109,-0.03,0.06,448,92,6065417,3093782,2829820,22078,24788,9430,-0.0,0.148,-0.007,5331048,0.121,0.08,269,760,111500,153000,10850,10410,-0.04055,삼현
2528,2025-01-10,298830,-0.007,0.022,-0.026,0.016,747,80,449572,193319,231646,889,1018,4800,0.092,0.131,0.044,6063013,0.084,0.08,90,166,94530,102330,5450,5920,0.08624,슈어소프트테크
2527,2025-01-10,225530,0.001,0.026,-0.014,0.012,283,9,175929,23118,23003,134,269,4830,0.066,0.172,0.046,2414227,0.097,0.08,120,569,100030,134500,5680,5230,-0.07923,보광산업
2526,2025-01-10,187660,0.077,0.181,-0.008,0.035,16,399,26353164,13631995,10910568,37652,40531,2540,0.033,0.081,-0.004,6320227,0.085,0.08,103,435,95200,123800,2750,2985,0.08545,현대ADM
2525,2025-01-10,078590,0.0,0.008,-0.034,-0.012,2,72,403098,223865,143715,323,292,586,0.002,0.087,-0.002,1140220,0.089,0.08,99,760,95000,153000,639,639,0.0,휴림에이텍
2524,2025-01-09,382150,0.005,0.084,-0.026,-0.006,227,463,3284796,1770242,1464788,11472,12220,8440,0.043,0.137,0.033,3594539,0.101,0.08,139,676,101000,143830,9620,8850,-0.08004,온코크로스
2523,2025-01-09,356680,-0.065,-0.042,-0.126,-0.113,10,705,3340977,2097371,1063055,10288,10872,9700,-0.164,-0.139,-0.219,3506356,0.102,0.08,489,760,130500,153000,8370,8420,0.00597,엑스게이트
2522,2025-01-09,221800,0.012,0.3,0.012,0.3,46,0,8520842,4821647,3572260,18492,21214,3730,0.099,0.139,0.031,2681187,0.105,0.08,128,163,100430,102200,4255,3910,-0.08108,유투바이오
2521,2025-01-09,208710,0.114,0.27,-0.031,0.009,19,418,75760775,41268805,31558252,41130,46733,940,-0.144,-0.059,-0.152,7795807,0.11,0.08,134,313,100730,113700,887,816,-0.08005,바이오로그디바이스
2520,2025-01-09,115500,-0.047,-0.045,-0.09,-0.09,5,760,1230540,695907,434327,6333,5567,12720,-0.138,-0.1,-0.195,1077627,0.118,0.08,488,760,130430,153000,11470,11340,-0.01133,케이씨에스
2519,2025-01-09,089790,-0.019,0.163,-0.025,0.082,111,1,2112490,1101192,977959,10641,13764,4475,0.06,0.18,0.021,2135506,0.089,0.08,145,156,101300,101830,5300,5780,0.09057,제이티
2518,2025-01-09,086960,-0.016,0.179,-0.042,0.064,449,201,113571975,60234219,50844420,82133,92146,1453,-0.008,0.043,-0.035,12054495,0.081,0.08,235,760,105800,153000,1518,1454,-0.04216,MDS테크
2517,2025-01-09,062970,-0.05,0.245,-0.077,-0.038,111,6,29301779,15239584,13224964,81971,97118,9010,-0.084,-0.019,-0.175,5251662,0.19,0.08,201,662,104100,143130,8860,8150,-0.08014,한국첨단소재
2516,2025-01-09,032980,0.025,0.291,-0.02,0.148,433,17,14153966,7388356,6407329,11522,12986,458,0.007,0.144,0.007,3131220,0.123,0.08,240,760,110030,153000,526,503,-0.04373,바이온
2515,2025-01-09,035510,0.002,0.231,-0.01,0.163,408,9,20895456,10449685,9937798,97140,106669,16710,0.003,0.07,-0.017,4433494,0.088,0.08,98,298,94930,112930,17910,16480,-0.07984,신세계 I&C
2514,2025-01-09,011790,-0.011,0.155,-0.018,0.126,635,0,1455143,636859,788037,31140,35104,135400,0.064,0.154,0.059,1619212,0.089,0.08,93,760,94700,153000,156500,161600,0.03259,SKC
2513,2025-01-09,002410,-0.045,-0.015,-0.066,-0.041,79,3,4061157,2008178,1420452,5255,4855,2960,0.073,0.128,0.024,6785246,0.102,0.08,663,760,143200,153000,3345,3270,-0.02242,범양건영
2512,2025-01-08,456070,0.003,0.011,-0.016,0.0,24,661,623154,368276,220939,4445,3472,17780,0.02,0.112,0.008,2378916,0.104,0.08,129,760,100500,153000,19810,19000,-0.04089,이엔셀
2511,2025-01-08,417840,-0.003,0.299,-0.039,0.299,745,92,2323711,1145900,1118460,8898,9519,9210,0.005,0.081,-0.058,1134321,0.147,0.08,556,760,133830,153000,9980,9810,-0.01703,저스템
2510,2025-01-08,396470,0.033,0.109,-0.014,0.011,359,47,4048242,2129708,1593849,16003,15091,8850,0.091,0.174,0.042,3406145,0.097,0.08,306,707,113330,145400,10410,9580,-0.07973,워트
2509,2025-01-08,299170,0.116,0.116,-0.095,-0.095,4,760,3769886,2017424,1165227,10647,11510,1541,0.097,0.171,0.071,3744757,0.093,0.08,490,742,130530,151130,1807,1977,0.09408,더블유에스아이
2508,2025-01-08,232140,0.017,0.038,-0.037,-0.037,4,409,1374799,889292,428469,5564,4254,10820,-0.011,0.104,-0.025,1810585,0.133,0.08,96,760,94830,153000,11970,12250,0.02339,와이씨
2507,2025-01-08,062970,0.229,0.3,0.129,0.3,581,472,14386199,7550425,6442106,40670,48412,9370,-0.05,0.067,-0.077,7378072,0.156,0.08,93,111,94700,95600,10020,11590,0.15669,한국첨단소재
2506,2025-01-08,038880,0.083,0.235,-0.076,-0.065,12,720,48972728,27144805,19058941,20088,24572,271,0.026,0.125,0.007,12871684,0.117,0.08,215,623,104800,141200,306,281,-0.0817,아이에이
2505,2025-01-08,093240,-0.02,0.155,-0.037,0.05,69,8,10510508,5419651,4851587,13412,15424,2410,0.012,0.149,0.01,5460205,0.12,0.08,157,760,101900,153000,2775,2660,-0.04144,형지엘리트
2504,2025-01-08,006660,0.0,0.032,-0.009,0.005,359,412,158645,37202,37593,471,686,9390,0.088,0.19,0.036,1612151,0.082,0.08,99,239,95000,110000,11190,12120,0.08311,삼성공조
2503,2025-01-07,396470,0.012,0.046,0.006,0.037,19,592,794219,362460,373929,2704,2881,8750,0.033,0.095,-0.014,1071449,0.11,0.08,359,390,120000,121530,9600,8830,-0.08021,워트
2502,2025-01-07,378800,0.015,0.034,-0.014,0.001,67,7,1698725,1048041,599651,3491,2913,3935,0.004,0.08,-0.009,1245430,0.09,0.08,128,760,100430,153000,4255,4220,-0.00823,샤페론
2501,2025-01-07,293580,-0.013,0.014,-0.047,-0.04,33,652,2881172,1890441,884604,2412,2259,1296,-0.011,0.079,-0.018,1758004,0.099,0.08,167,760,102400,153000,1401,1329,-0.05139,나우IB
2500,2025-01-07,123010,0.157,0.299,0.113,0.299,17,6,4845497,1891149,1793063,4719,4759,1940,0.082,0.162,-0.034,12222187,0.107,0.08,585,611,135300,140600,2260,2075,-0.08186,아이윈플러스
2499,2025-01-07,097230,-0.0,0.053,-0.059,0.053,746,26,2126723,1032475,1033934,5089,4985,6200,0.008,0.177,0.003,3234935,0.093,0.08,514,760,131730,153000,7320,7190,-0.01776,HJ중공업
2498,2025-01-07,042660,0.004,0.02,-0.028,0.02,760,19,3178779,1493571,1501613,19764,21268,38100,0.028,0.125,0.021,10199155,0.102,0.08,674,760,143730,153000,42900,42900,0.0,한화오션
2497,2025-01-07,013360,-0.049,-0.008,-0.075,-0.075,67,365,2574029,1497636,941057,4530,5687,3870,-0.004,0.062,-0.036,1217748,0.102,0.08,151,760,101600,153000,4115,4035,-0.01944,일성건설
2496,2025-01-07,002410,-0.014,0.017,-0.037,-0.014,232,32,1093603,543217,408575,1179,1497,2540,0.043,0.122,0.018,2676456,0.103,0.08,115,136,95800,100830,2855,3150,0.10333,범양건영
2495,2025-01-07,001470,0.002,0.028,-0.013,0.019,47,9,5109261,2441154,2438205,2362,3402,931,0.002,0.099,-0.0,7697605,0.099,0.08,137,760,100900,153000,1025,990,-0.03415,삼부토건
2494,2025-01-06,411080,-0.009,-0.003,-0.023,-0.004,544,9,113713,71669,36538,571,431,6960,0.017,0.158,-0.004,1965007,0.111,0.08,157,760,101900,153000,8080,7970,-0.01361,샌즈랩
2493,2025-01-06,232830,0.018,0.147,0.018,0.147,760,0,1085760,0,10531,0,24,3400,-0.029,0.091,-0.059,1404344,0.159,0.08,229,490,105500,130530,3715,3415,-0.08075,시큐센
2492,2025-01-06,203650,0.016,0.115,-0.001,0.04,62,2,9983312,5213203,4522556,15759,18009,4020,0.011,0.082,-0.002,4109282,0.085,0.08,286,760,112330,153000,4355,4160,-0.04478,드림시큐리티
2491,2025-01-06,097800,0.0,0.288,-0.006,0.211,462,3,17165221,8924325,7965336,21356,28839,757,0.017,0.088,0.004,2932856,0.084,0.08,176,760,102830,153000,826,797,-0.03511,윈팩
2490,2025-01-06,067310,-0.009,0.063,-0.009,0.059,544,0,583844,192234,373301,1904,3847,9800,0.007,0.143,0.007,1476237,0.127,0.08,90,760,94530,153000,11220,11100,-0.0107,하나마이크론
2489,2025-01-06,046970,0.021,0.105,0.01,0.025,64,1,9838352,5186138,4517143,10372,11289,1457,0.016,0.159,0.003,3464907,0.112,0.08,90,760,94530,153000,1691,1698,0.00414,우리로
2488,2025-01-06,039980,0.003,0.006,-0.035,-0.021,0,558,2363643,1519437,664329,3855,2928,3080,0.028,0.107,0.016,6201153,0.089,0.08,98,760,94930,153000,3415,3320,-0.02782,폴라리스AI
2487,2025-01-06,038880,0.046,0.296,0.046,0.296,10,0,12390076,6655889,4856827,3591,2582,254,0.039,0.169,0.004,19909998,0.1,0.08,120,760,100030,153000,298,290,-0.02685,아이에이
2486,2025-01-06,032980,0.012,0.033,-0.298,-0.298,6,102,19719039,9538688,9686051,3602,8735,362,0.019,0.041,-0.058,3078463,0.106,0.08,559,760,134000,153000,378,384,0.01587,바이온
2485,2025-01-03,336570,0.025,0.083,0.015,0.067,462,0,985959,406052,539424,2579,2676,4690,0.009,0.122,0.006,1249473,0.114,0.08,645,760,142300,153000,5280,5330,0.00947,원텍
2484,2025-01-03,277810,0.297,0.3,0.272,0.3,5,5,728153,443020,133708,18677,230,211500,0.064,0.069,-0.033,1613305,0.105,0.08,178,760,102930,153000,226500,233000,0.0287,레인보우로보틱스
2483,2025-01-03,160190,0.15,0.3,0.113,0.3,35,5,3277163,1481084,1524058,18579,17970,17420,-0.034,0.068,-0.052,3017989,0.126,0.08,93,760,94700,153000,18630,17490,-0.06119,하이젠알앤엠
2482,2025-01-03,056360,-0.021,0.009,-0.051,-0.009,13,364,1269337,733276,427496,4996,4159,7950,0.044,0.2,0.024,3372824,0.073,0.073,301,518,113100,131930,9560,8860,-0.07322,코위버
2481,2025-01-03,039240,0.043,0.095,0.016,0.068,364,25,2984395,1490642,1360324,6522,6784,4855,0.016,0.199,0.003,4956538,0.072,0.072,94,555,94730,133800,5840,5420,-0.07192,경남스틸
2480,2025-01-03,025550,0.019,0.047,-0.005,0.03,365,13,812740,416578,359003,1060,1326,4130,0.017,0.102,-0.0,1356674,0.102,0.08,94,760,94730,153000,4555,4315,-0.05269,한국선재
2479,2025-01-03,018000,-0.021,0.055,-0.03,0.026,337,2,871823,369768,448694,572,1005,778,-0.001,0.157,-0.001,2817964,0.113,0.08,137,760,100900,153000,902,873,-0.03215,유니슨
2478,2025-01-03,011080,0.059,0.3,0.036,0.3,301,17,9569693,4416682,4272908,7342,9102,1019,0.001,0.099,-0.062,8095755,0.172,0.08,226,760,105330,153000,1122,1160,0.03387,형지I&C
2477,2025-01-03,093240,0.071,0.248,0.027,0.212,586,17,16131315,7728070,7831705,19107,24684,2490,-0.036,0.022,-0.074,2411008,0.104,0.08,130,760,100530,153000,2550,2495,-0.02157,형지엘리트
2476,2025-01-03,018500,0.087,0.299,0.084,0.299,32,0,15373832,9314815,5488451,9765,7327,2475,0.059,0.091,-0.042,11753273,0.139,0.08,139,554,101000,133730,2705,2485,-0.08133,동원금속
2475,2025-01-03,017860,0.011,0.013,-0.057,-0.053,0,598,934672,625442,256658,6603,5689,28850,0.0,0.153,-0.005,1936740,0.118,0.08,488,760,130430,153000,33300,34550,0.03754,DS단석
2474,2025-01-03,015020,0.13,0.243,0.042,0.174,601,24,7503216,3631422,3562923,7378,9557,2230,0.009,0.022,-0.09,1920625,0.123,0.08,151,554,101600,133730,2285,2100,-0.08096,이스타코
2473,2025-01-03,002630,0.165,0.205,0.078,0.122,574,24,55645082,28720465,24738091,43430,52788,1736,-0.041,0.094,-0.097,15570902,0.177,0.08,129,553,100500,133700,1903,1751,-0.07987,오리엔트바이오
2472,2025-01-03,001380,-0.006,0.072,-0.027,0.047,361,14,7512108,3867666,3380825,8057,8645,3475,0.022,0.119,0.007,8689460,0.111,0.08,125,760,100300,153000,3895,3650,-0.0629,SG글로벌
2471,2025-01-02,464080,-0.019,0.053,-0.029,0.043,680,4,5376305,2425900,2405728,22738,25577,13480,-0.019,0.05,-0.033,2727881,0.087,0.08,96,640,104830,153000,14180,14100,-0.00564,에스오에스랩
2470,2025-01-02,456010,-0.021,0.09,-0.026,0.037,533,0,5383292,2685656,2234491,19918,21293,9800,0.028,0.086,-0.021,1677306,0.109,0.08,98,640,104930,153000,10660,10190,-0.04409,아이씨티케이
2469,2025-01-02,378800,-0.003,0.168,-0.011,0.109,73,1,4726444,2418568,2196240,16997,18327,3500,0.01,0.1,0.0,1555932,0.1,0.08,111,119,105600,110000,3855,4245,0.10117,샤페론
2468,2025-01-02,293580,-0.011,0.087,-0.018,0.08,738,1,2689203,1236663,1344066,2132,3148,1161,0.053,0.154,0.025,3573300,0.116,0.08,141,640,111100,153000,1342,1378,0.02683,나우IB
2467,2025-01-02,219550,0.057,0.079,-0.009,0.062,423,18,2255612,1155065,1042457,745,936,482,0.044,0.124,0.025,1306082,0.097,0.08,162,640,112130,153000,544,550,0.01103,디와이디
2466,2025-01-02,090710,0.007,0.078,0.007,0.04,12,0,5806251,2920394,2707653,6371,8053,1490,0.063,0.157,0.061,15427756,0.09,0.08,240,640,120030,153000,1727,1746,0.011,휴림로봇
2465,2025-01-02,049180,0.109,0.298,0.086,0.298,15,6,1865658,868161,324723,2050,793,2540,0.01,0.02,-0.1,2805077,0.133,0.08,162,181,112130,113100,2595,2385,-0.08092,셀루메드
2464,2025-01-02,030530,-0.009,0.153,-0.022,0.102,635,4,11371101,5705659,5098778,16012,18933,2550,0.057,0.143,0.041,4849522,0.098,0.08,215,640,114800,153000,2920,2810,-0.03767,원익홀딩스
2463,2025-01-02,011080,-0.007,0.063,-0.029,0.029,271,11,1331295,602329,680307,1205,1735,784,0.059,0.144,0.036,1117536,0.105,0.08,90,263,104530,121200,899,994,0.10567,형지I&C
2462,2025-01-02,093240,-0.019,0.059,-0.029,0.012,271,9,4282078,2317369,1839193,4757,5836,2055,0.071,0.112,0.027,2280035,0.083,0.08,91,302,104600,123130,2290,2485,0.08515,형지엘리트
2461,2025-01-02,015020,-0.003,0.159,-0.049,0.101,300,2,6517028,3374083,3024902,7897,8884,1899,0.13,0.159,0.042,2589855,0.111,0.08,97,640,104900,153000,2205,2230,0.01134,이스타코
2460,2025-01-02,002630,0.019,0.3,0.018,0.3,271,0,45465118,24734047,20348684,34583,35543,1547,0.165,0.182,0.078,19617840,0.089,0.08,202,640,114130,153000,1832,1736,-0.0524,오리엔트바이오
2459,2025-01-02,001570,-0.007,0.062,-0.013,0.047,588,1,1312457,603421,668267,5403,8815,21200,-0.059,-0.059,-0.13,1233428,0.081,0.08,180,640,113030,153000,19980,19560,-0.02102,금양
2458,2024-12-30,466100,0.0,0.041,-0.023,0.027,756,250,10909257,5492689,4788115,32993,34745,8320,-0.026,0.075,-0.035,7981977,0.113,0.08,112,760,95630,153000,8960,8910,-0.00558,클로봇
2457,2024-12-30,460470,0.0,0.219,-0.016,0.129,195,37,6716842,3519471,3088103,26156,32309,4560,-0.0,0.094,-0.004,1610143,0.099,0.08,98,760,94930,153000,4995,4780,-0.04304,아이빔테크놀로지
2456,2024-12-30,387570,0.036,0.214,-0.097,-0.097,97,760,9619784,5250599,3978914,70463,71131,14450,-0.017,0.159,-0.038,1958297,0.111,0.08,90,239,94530,110000,16780,15440,-0.07986,파인메딕스
2455,2024-12-30,376930,0.0,0.026,-0.015,0.019,144,253,749378,346356,352850,1267,1618,2720,-0.0,0.085,-0.0,1073096,0.085,0.08,582,760,135130,153000,2955,2975,0.00677,노을
2454,2024-12-30,123010,0.047,0.235,0.045,0.077,328,2,8774660,4492590,3972441,11366,12974,1039,-0.004,0.112,-0.007,1823421,0.119,0.08,187,760,103400,153000,1157,1144,-0.01124,아이윈플러스
2453,2024-12-30,043590,-0.043,0.219,-0.05,0.057,360,8,5479388,2910392,2316762,7947,9257,742,0.054,0.154,0.013,1356288,0.116,0.08,114,760,95730,153000,858,860,0.00233,웰킵스하이텍
2452,2024-12-30,002630,0.018,0.032,-0.084,-0.031,0,395,4150486,2347464,1543037,2660,3352,1190,0.019,0.102,0.018,4471553,0.083,0.08,120,219,100030,105000,1313,1423,0.08378,오리엔트바이오
2451,2024-12-27,437730,0.031,0.28,-0.016,0.222,752,468,5518675,2716029,2456416,20115,22243,7600,-0.024,0.097,-0.061,3142445,0.168,0.08,101,760,95100,153000,8360,9010,0.07775,삼현
2450,2024-12-27,356680,0.019,0.049,-0.046,-0.029,143,599,2759381,1600349,1084822,10990,10571,9300,0.054,0.105,0.021,3054850,0.082,0.08,218,760,104930,153000,10300,9730,-0.05534,엑스게이트
2449,2024-12-27,232830,0.002,0.036,-0.038,0.015,152,599,1453869,769165,512223,3691,4339,2650,0.128,0.193,0.04,1833317,0.08,0.08,210,381,104530,121100,3165,2910,-0.08057,시큐센
2448,2024-12-27,193250,0.0,0.299,-0.019,0.211,715,2,10340484,5237193,3758875,4434,5068,579,-0.048,0.029,-0.097,2135923,0.14,0.08,616,760,140830,153000,598,581,-0.02843,링크드
2447,2024-12-27,123010,0.017,0.017,-0.044,-0.034,0,54,830377,485484,329714,1232,1393,965,0.047,0.174,0.045,2416315,0.097,0.08,311,673,113600,143700,1135,1044,-0.08018,아이윈플러스
2446,2024-12-27,115500,0.015,0.029,-0.012,-0.002,143,609,700056,414740,244994,3117,2342,9700,0.079,0.176,0.055,2362378,0.095,0.08,167,228,102400,105430,11430,12520,0.09536,케이씨에스
2445,2024-12-27,035510,-0.018,0.057,-0.039,-0.016,29,681,5690933,2974777,2209903,27848,26175,15060,0.065,0.092,0.005,3984378,0.087,0.08,265,698,111300,144930,16480,15160,-0.0801,신세계 I&C
